open,high,low,close,volume,symbol,time_stamp,datetime,date,date_stamp,created_at,updated_at,trade,amount,type
23290,23290,23269.9,23276.4,36.71259499,OKEX.BTC-USDT,1608828060,2020-12-25 00:41:00,2020-12-25,1608825600,1617198532,1617198532,1,854786.691671168,1min
23312.9,23316.4,23290.2,23290.2,14.24518144,OKEX.BTC-USDT,1608828000,2020-12-25 00:40:00,2020-12-25,1608825600,1617198532,1617198532,1,331934.80758323206,1min
23304.3,23326.4,23298.3,23313.8,9.38100682,OKEX.BTC-USDT,1608827940,2020-12-25 00:39:00,2020-12-25,1608825600,1617198532,1617198532,1,218662.357017721,1min
23306.3,23318.4,23301.8,23302.7,4.12807248,OKEX.BTC-USDT,1608827880,2020-12-25 00:38:00,2020-12-25,1608825600,1617198532,1617198532,1,96202.66511016,1min
23323.2,23326.3,23306.3,23306.3,5.42235141,OKEX.BTC-USDT,1608827820,2020-12-25 00:37:00,2020-12-25,1608825600,1617198532,1617198532,1,126420.7675362975,1min
23326.2,23332.7,23320,23325.4,7.30210894,OKEX.BTC-USDT,1608827760,2020-12-25 00:36:00,2020-12-25,1608825600,1617198532,1617198532,1,170327.53271265203,1min
23321.3,23334.8,23321.3,23327,2.27656278,OKEX.BTC-USDT,1608827700,2020-12-25 00:35:00,2020-12-25,1608825600,1617198532,1617198532,1,53098.891765137,1min
23342.8,23349.9,23317,23318,7.08911629,OKEX.BTC-USDT,1608827640,2020-12-25 00:34:00,2020-12-25,1608825600,1617198532,1617198532,1,165391.91869221602,1min
23322.7,23348,23311,23345.6,12.47894773,OKEX.BTC-USDT,1608827580,2020-12-25 00:33:00,2020-12-25,1608825600,1617198532,1617198532,1,291185.63817397953,1min
23317,23324.6,23309,23321.3,6.12249409,OKEX.BTC-USDT,1608827520,2020-12-25 00:32:00,2020-12-25,1608825600,1617198532,1617198532,1,142771.3580588235,1min
23314.5,23325,23309.1,23317,11.07536713,OKEX.BTC-USDT,1608827460,2020-12-25 00:31:00,2020-12-25,1608825600,1617198532,1617198532,1,258230.4911612975,1min
23306.9,23331.9,23306.9,23316.3,26.33249021,OKEX.BTC-USDT,1608827400,2020-12-25 00:30:00,2020-12-25,1608825600,1617198532,1617198532,1,613852.478779436,1min
23296.2,23326.8,23294,23300.2,28.82419689,OKEX.BTC-USDT,1608827340,2020-12-25 00:29:00,2020-12-25,1608825600,1617198532,1617198532,1,671551.903982598,1min
23261.9,23301.4,23257.6,23299.9,16.64514979,OKEX.BTC-USDT,1608827280,2020-12-25 00:28:00,2020-12-25,1608825600,1617198532,1617198532,1,387514.0677460111,1min
23234,23263.5,23232.7,23252.8,14.35560639,OKEX.BTC-USDT,1608827220,2020-12-25 00:27:00,2020-12-25,1608825600,1617198532,1617198532,1,333673.10156532604,1min
23221.9,23239.9,23212.2,23237.7,7.44341031,OKEX.BTC-USDT,1608827160,2020-12-25 00:26:00,2020-12-25,1608825600,1617198532,1617198532,1,172908.93281923802,1min
23221.8,23243.9,23221.8,23222,15.38859767,OKEX.BTC-USDT,1608827100,2020-12-25 00:25:00,2020-12-25,1608825600,1617198532,1617198532,1,357352.476232973,1min
23254.9,23254.9,23221.8,23221.8,2.21885942,OKEX.BTC-USDT,1608827040,2020-12-25 00:24:00,2020-12-25,1608825600,1617198532,1617198532,1,51562.631802756994,1min
23257.6,23260.2,23235.5,23254.9,9.21671899,OKEX.BTC-USDT,1608826980,2020-12-25 00:23:00,2020-12-25,1608825600,1617198532,1617198532,1,214346.3210111875,1min
23271,23276.1,23256.9,23257.6,8.33270885,OKEX.BTC-USDT,1608826920,2020-12-25 00:22:00,2020-12-25,1608825600,1617198532,1617198532,1,193854.63849905497,1min
23288.2,23288.5,23270.3,23272.9,10.56235134,OKEX.BTC-USDT,1608826860,2020-12-25 00:21:00,2020-12-25,1608825600,1617198532,1617198532,1,245897.348488437,1min
23263.5,23290,23263.5,23288.6,8.7743416,OKEX.BTC-USDT,1608826800,2020-12-25 00:20:00,2020-12-25,1608825600,1617198532,1617198532,1,204232.01379867998,1min
23270.9,23279.5,23255.7,23266.9,9.93758279,OKEX.BTC-USDT,1608826740,2020-12-25 00:19:00,2020-12-25,1608825600,1617198532,1617198532,1,231236.620182231,1min
23275.2,23279.4,23256.9,23273.7,9.82268586,OKEX.BTC-USDT,1608826680,2020-12-25 00:18:00,2020-12-25,1608825600,1617198532,1617198532,1,228617.610914277,1min
23290.8,23292.6,23271.4,23275.2,4.17366003,OKEX.BTC-USDT,1608826620,2020-12-25 00:17:00,2020-12-25,1608825600,1617198532,1617198532,1,97175.32647849,1min
23273.5,23293.6,23269.2,23290.8,6.82823826,OKEX.BTC-USDT,1608826560,2020-12-25 00:16:00,2020-12-25,1608825600,1617198532,1617198532,1,158976.067405059,1min
23279.9,23290.2,23259,23269.4,16.38437044,OKEX.BTC-USDT,1608826500,2020-12-25 00:15:00,2020-12-25,1608825600,1617198532,1617198532,1,381340.4874613461,1min
23240.7,23280,23240.7,23279.1,13.35280825,OKEX.BTC-USDT,1608826440,2020-12-25 00:14:00,2020-12-25,1608825600,1617198532,1617198532,1,310584.98461417505,1min
23201.1,23250,23189.4,23245.3,11.99093631,OKEX.BTC-USDT,1608826380,2020-12-25 00:13:00,2020-12-25,1608825600,1617198532,1617198532,1,278467.912114392,1min
23210.8,23210.8,23169.2,23199.2,4.69248999,OKEX.BTC-USDT,1608826320,2020-12-25 00:12:00,2020-12-25,1608825600,1617198532,1617198532,1,108889.23021795001,1min
23168.6,23213.6,23161.7,23213.6,9.38140908,OKEX.BTC-USDT,1608826260,2020-12-25 00:11:00,2020-12-25,1608825600,1617198532,1617198532,1,217565.19611518798,1min
