,param,equity_curve
0,"[10, 0.5, 0.2]",9.053425474004002e-15
1,"[10, 0.5, 0.3]",9.053425474004002e-15
2,"[10, 0.5, 0.4]",9.053425474004002e-15
3,"[10, 0.5, 0.1]",9.053425474004002e-15
4,"[10, 0.5, 0.5]",9.276352691261196e-15
5,"[10, 0.5, 0.7]",9.9916866913778e-15
6,"[10, 0.5, 0.6]",9.9916866913778e-15
7,"[10, 0.5, 0.8]",9.9916866913778e-15
8,"[10, 0.5, 0.9]",9.9916866913778e-15
9,"[10, 0.6, 0.1]",8.245462265846805e-13
10,"[10, 0.6, 0.3]",8.245462265846805e-13
11,"[10, 0.6, 0.4]",8.245462265846805e-13
12,"[10, 0.6, 0.2]",8.245462265846805e-13
13,"[10, 0.6, 0.5]",8.448494583636584e-13
14,"[10, 0.6, 0.6]",9.099989371148096e-13
15,"[10, 0.6, 0.7]",9.099989371148096e-13
16,"[10, 0.6, 0.8]",9.099989371148096e-13
17,"[10, 0.6, 0.9]",9.099989371148096e-13
18,"[10, 0.7, 0.2]",2.6240684615259153e-12
19,"[10, 0.7, 0.1]",2.6240684615259153e-12
20,"[10, 0.7, 0.3]",2.6240684615259153e-12
21,"[10, 0.7, 0.4]",2.6240684615259153e-12
22,"[10, 0.7, 0.5]",2.6886822678360003e-12
23,"[10, 0.7, 0.6]",2.8960165408747378e-12
24,"[10, 0.7, 0.7]",2.8960165408747378e-12
25,"[10, 0.7, 0.8]",2.8960165408747378e-12
26,"[10, 0.7, 0.9]",2.8960165408747378e-12
27,"[10, 0.8, 0.1]",4.3490727051772694e-11
28,"[10, 0.8, 0.2]",4.3490727051772694e-11
29,"[10, 0.8, 0.3]",4.3490727051772694e-11
30,"[10, 0.8, 0.4]",4.3490727051772694e-11
31,"[10, 0.8, 0.5]",4.4561621906540894e-11
32,"[10, 0.8, 0.6]",4.6636427114809624e-11
33,"[10, 0.8, 0.7]",4.6636427114809624e-11
34,"[10, 0.8, 0.8]",4.6636427114809624e-11
35,"[10, 0.8, 0.9]",4.6636427114809624e-11
36,"[10, 0.9, 0.1]",6.174442445443371e-10
37,"[10, 0.9, 0.2]",6.174442445443371e-10
38,"[10, 0.9, 0.4]",6.174442445443371e-10
39,"[10, 0.9, 0.3]",6.174442445443371e-10
40,"[10, 0.9, 0.5]",6.326478962055726e-10
41,"[10, 0.9, 0.7]",6.51474213016921e-10
42,"[10, 0.9, 0.6]",6.51474213016921e-10
43,"[10, 0.9, 0.8]",6.51474213016921e-10
44,"[10, 0.9, 0.9]",6.51474213016921e-10
45,"[10, 1.0, 0.1]",9.93071806249231e-09
46,"[10, 1.0, 0.2]",9.93071806249231e-09
47,"[10, 1.0, 0.3]",9.93071806249231e-09
48,"[10, 1.0, 0.4]",9.93071806249231e-09
49,"[10, 1.0, 0.5]",9.93071806249231e-09
50,"[10, 1.0, 0.6]",1.022623606789453e-08
51,"[10, 1.0, 0.7]",1.022623606789453e-08
52,"[10, 1.0, 0.8]",1.022623606789453e-08
53,"[10, 1.0, 0.9]",1.022623606789453e-08
54,"[10, 1.1, 0.2]",2.19292116468978e-08
55,"[10, 1.1, 0.1]",2.19292116468978e-08
56,"[10, 1.1, 0.4]",2.19292116468978e-08
