,param,equity_curve
0,"[10, 0.5]",3.6595470799393206e-13
1,"[10, 0.6]",2.057800972482045e-12
2,"[10, 0.7]",7.718921550693222e-12
3,"[10, 0.8]",2.466661098789946e-11
4,"[10, 0.9]",7.750035675524094e-11
5,"[10, 1.0]",1.8964302475783968e-10
6,"[10, 1.1]",2.5378359132788937e-10
7,"[10, 1.2]",6.022875185628534e-10
8,"[10, 1.3]",2.5367197177573437e-09
9,"[10, 1.4]",6.7874544787536335e-09
10,"[10, 1.5]",1.1527949298965592e-08
11,"[10, 1.6]",3.74893479363855e-08
12,"[10, 1.7]",8.670007948552476e-08
13,"[20, 0.5]",1.1993369712160786e-07
14,"[20, 0.6]",1.5576768241045298e-07
15,"[10, 1.8]",4.318570959977467e-07
16,"[10, 1.9]",4.6463098348779226e-07
17,"[20, 0.7]",5.762962802968687e-07
18,"[30, 0.5]",9.989662007261142e-07
19,"[10, 2.0]",1.9222962575266674e-06
20,"[20, 0.8]",2.333783395640447e-06
21,"[30, 0.6]",4.162483756650322e-06
22,"[20, 0.9]",5.7014278919874115e-06
23,"[40, 0.5]",5.724587822881551e-06
24,"[10, 2.1]",8.502409582854716e-06
25,"[30, 0.7]",8.654762240441501e-06
26,"[20, 1.0]",1.0596480812505336e-05
27,"[50, 0.5]",1.2642628640104138e-05
28,"[40, 0.6]",1.3719684628105884e-05
29,"[20, 1.1]",1.5414349332209696e-05
30,"[30, 0.8]",2.3236636257810858e-05
31,"[20, 1.5]",2.4992406501499966e-05
32,"[20, 1.2]",2.5932819224611727e-05
33,"[60, 0.5]",3.181630693382617e-05
34,"[20, 1.3]",3.566842363200268e-05
35,"[20, 1.6]",3.573920401350789e-05
36,"[50, 0.6]",3.794011661833833e-05
37,"[20, 1.4]",3.9821728796250925e-05
38,"[20, 1.7]",4.1480865383802875e-05
39,"[30, 0.9]",4.231237439714818e-05
40,"[40, 0.7]",4.2385661359296024e-05
41,"[10, 2.2]",4.9245709849530413e-05
42,"[20, 1.8]",5.304222256564879e-05
43,"[60, 0.6]",6.287143938057983e-05
44,"[50, 0.7]",6.739559769616429e-05
45,"[20, 1.9]",7.045465759295474e-05
46,"[30, 1.0]",7.317135161099113e-05
47,"[40, 0.8]",7.392655960019368e-05
48,"[20, 2.1]",8.327315080158025e-05
49,"[30, 1.2]",9.028630664615805e-05
50,"[20, 2.0]",9.364628535653647e-05
51,"[20, 2.2]",9.802293145724401e-05
52,"[20, 2.3]",9.90879134624722e-05
53,"[40, 0.9]",0.00010785064188713874
54,"[50, 0.8]",0.00011228914716049436
55,"[30, 1.3]",0.00014209827934688306
56,"[30, 1.4]",0.00014323918266592343
57,"[30, 1.1]",0.00014806549304254956
58,"[50, 0.9]",0.00018821951118771788
59,"[40, 1.2]",0.00019215088645124382
60,"[30, 1.5]",0.00019648179220226725
61,"[30, 1.7]",0.00020515770753472894
62,"[70, 0.5]",0.00020879198342280044
63,"[30, 1.6]",0.00021695069469381925
64,"[40, 1.0]",0.00022035673638394422
65,"[40, 1.1]",0.0002287833551218981
66,"[30, 1.8]",0.00025136244957061596
67,"[40, 1.3]",0.0002653161068266453
68,"[50, 1.0]",0.0002801656828236023
69,"[60, 0.7]",0.00028285866533252706
70,"[50, 1.1]",0.0003457078042097261
71,"[30, 1.9]",0.00034736653539441836
72,"[10, 2.3]",0.00035895102759819515
73,"[50, 1.4]",0.0003769324678052411
74,"[30, 2.0]",0.0003894361769057627
75,"[20, 2.4]",0.0004196467810913697
76,"[40, 1.4]",0.00042575348304050843
77,"[30, 2.1]",0.0004287593804344869
78,"[80, 0.5]",0.00043061294780338344
79,"[50, 1.3]",0.0005166027276218796
80,"[50, 1.2]",0.0005195765989179492
81,"[30, 2.2]",0.0005464343614182555
82,"[40, 1.5]",0.0006064685381867546
83,"[60, 0.8]",0.0007029906519191299
84,"[70, 0.6]",0.0007073601207287534
85,"[30, 2.3]",0.0007751141441810602
86,"[40, 1.6]",0.0007911318196654353
87,"[60, 0.9]",0.0009295369303749291
88,"[40, 1.7]",0.001071762612353491
89,"[20, 2.5]",0.0010830119923938674
90,"[70, 0.7]",0.001335122747539806
91,"[40, 1.8]",0.0013591122858679836
92,"[60, 1.0]",0.0013601970794441226
93,"[10, 2.4]",0.0015463305811963498
94,"[90, 0.5]",0.0015713147373349857
95,"[50, 1.5]",0.0018345509017151627
96,"[80, 0.6]",0.00187468744037489
97,"[40, 1.9]",0.001956749133055703
98,"[30, 2.4]",0.0021174817480506237
99,"[60, 1.1]",0.0021352271922371394
100,"[20, 2.6]",0.002399788842586708
101,"[90, 0.6]",0.0024391125294965484
102,"[100, 0.5]",0.002443813656844066
103,"[50, 1.6]",0.0026229002476009827
104,"[70, 0.8]",0.002749858795603584
105,"[60, 1.4]",0.0028567504253874322
106,"[170, 0.5]",0.0032218703133514268
107,"[180, 0.5]",0.0032459776090718964
108,"[60, 1.2]",0.0032684375998353337
109,"[140, 0.5]",0.0033489572764658034
110,"[30, 2.5]",0.003372867429155887
111,"[50, 1.7]",0.003625727056347252
112,"[80, 0.7]",0.0040749300154378585
113,"[160, 0.5]",0.004113508591960907
114,"[40, 2.0]",0.004551808518421146
115,"[80, 0.9]",0.004609890475754306
116,"[60, 1.3]",0.004727310533895505
117,"[180, 0.6]",0.00510315846662027
118,"[120, 0.5]",0.005255933463839398
119,"[10, 2.5]",0.005552681567990746
120,"[130, 0.5]",0.005593784447375427
121,"[60, 1.5]",0.005756169912647178
122,"[190, 0.5]",0.005779006411861626
123,"[80, 0.8]",0.005818820686265584
124,"[30, 2.6]",0.006087186264919187
125,"[100, 0.6]",0.006111917579947256
126,"[70, 0.9]",0.00624307814939508
127,"[40, 2.2]",0.006267095697589166
128,"[20, 2.7]",0.006304161902951689
129,"[70, 1.0]",0.006406168027779345
130,"[40, 2.3]",0.006801303546041478
131,"[70, 1.1]",0.006866628183748159
132,"[110, 0.5]",0.00689583884617079
133,"[150, 0.5]",0.007005106546085675
134,"[40, 2.1]",0.007190523819179773
135,"[110, 0.6]",0.007287994160450515
136,"[140, 0.6]",0.007365998442159156
137,"[160, 0.6]",0.007412017586613226
138,"[170, 0.7]",0.008081107269638944
139,"[30, 2.7]",0.008096455181979616
140,"[120, 0.6]",0.008376926563112513
141,"[170, 0.6]",0.0085978699736178
142,"[120, 0.7]",0.008614887861314603
143,"[50, 1.8]",0.008720600998973786
144,"[190, 0.6]",0.009303218613776202
145,"[180, 0.7]",0.009819799207470148
146,"[100, 0.7]",0.010134552620297443
147,"[80, 1.0]",0.01018893250705479
148,"[130, 0.6]",0.010621884197130577
149,"[70, 1.2]",0.011602151505929666
150,"[120, 0.8]",0.011939843555501097
151,"[60, 1.6]",0.012271945852735349
152,"[50, 1.9]",0.012857950579638483
153,"[30, 2.9]",0.013322056499190058
154,"[150, 0.7]",0.013869743745758093
155,"[150, 0.6]",0.014144506618132862
156,"[90, 0.7]",0.014564043802682584
157,"[60, 1.7]",0.014761567958969784
158,"[160, 0.8]",0.014845702908620253
159,"[20, 2.8]",0.0149859807175907
