,param,equity_curve
0,"[10, 0.5, 0.4]",5.604482527521064e-71
1,"[10, 0.5, 0.2]",5.604482527521064e-71
2,"[10, 0.5, 0.3]",5.604482527521064e-71
3,"[10, 0.5, 0.1]",5.604482527521064e-71
4,"[10, 0.5, 0.5]",5.6903999737650024e-71
5,"[10, 0.5, 0.7]",5.770870956297684e-71
6,"[10, 0.5, 0.6]",5.770870956297684e-71
7,"[10, 0.5, 0.8]",5.770870956297684e-71
8,"[10, 0.5, 0.9]",5.770870956297684e-71
9,"[10, 0.6, 0.1]",2.9489454569484145e-63
10,"[10, 0.6, 0.3]",2.9489454569484145e-63
11,"[10, 0.6, 0.4]",2.9489454569484145e-63
12,"[10, 0.6, 0.2]",2.9489454569484145e-63
13,"[10, 0.6, 0.5]",2.994153174437011e-63
14,"[10, 0.6, 0.6]",3.036495092212683e-63
15,"[10, 0.6, 0.7]",3.036495092212683e-63
16,"[10, 0.6, 0.8]",3.036495092212683e-63
17,"[10, 0.6, 0.9]",3.036495092212683e-63
18,"[10, 0.7, 0.1]",8.608920314481502e-57
19,"[10, 0.7, 0.2]",8.608920314481502e-57
20,"[10, 0.7, 0.4]",8.608920314481502e-57
21,"[10, 0.7, 0.3]",8.608920314481502e-57
22,"[10, 0.7, 0.5]",8.740896182852294e-57
23,"[10, 0.7, 0.6]",8.86450586007938e-57
24,"[10, 0.7, 0.7]",8.86450586007938e-57
25,"[10, 0.7, 0.8]",8.86450586007938e-57
26,"[10, 0.7, 0.9]",8.86450586007938e-57
27,"[10, 0.8, 0.2]",1.2795444029654632e-50
28,"[10, 0.8, 0.1]",1.2795444029654632e-50
29,"[10, 0.8, 0.3]",1.2795444029654632e-50
30,"[10, 0.8, 0.4]",1.2795444029654632e-50
31,"[10, 0.8, 0.5]",1.2991599851211074e-50
32,"[10, 0.8, 0.6]",1.3175320997267242e-50
33,"[10, 0.8, 0.7]",1.3175320997267242e-50
34,"[10, 0.8, 0.8]",1.3175320997267242e-50
35,"[10, 0.8, 0.9]",1.3175320997267242e-50
36,"[10, 0.9, 0.1]",1.9866894293212576e-44
37,"[10, 0.9, 0.2]",1.9866894293212576e-44
38,"[10, 0.9, 0.3]",1.9866894293212576e-44
39,"[10, 0.9, 0.4]",1.9866894293212576e-44
40,"[10, 0.9, 0.5]",2.017145636724636e-44
41,"[10, 0.9, 0.8]",2.045671169560194e-44
42,"[10, 0.9, 0.6]",2.045671169560194e-44
43,"[10, 0.9, 0.7]",2.045671169560194e-44
44,"[10, 0.9, 0.9]",2.045671169560194e-44
45,"[10, 1.0, 0.1]",7.011294911393865e-39
46,"[10, 1.0, 0.2]",7.011294911393865e-39
47,"[10, 1.0, 0.3]",7.011294911393865e-39
48,"[10, 1.0, 0.4]",7.011294911393865e-39
49,"[10, 1.0, 0.5]",7.118778974497362e-39
50,"[10, 1.0, 0.6]",7.369369701125138e-39
51,"[10, 1.0, 0.7]",7.369369701125138e-39
52,"[10, 1.0, 0.8]",7.369369701125138e-39
53,"[10, 1.0, 0.9]",7.369369701125138e-39
54,"[20, 0.5, 0.3]",6.821281947667854e-36
55,"[20, 0.5, 0.1]",6.821281947667854e-36
56,"[20, 0.5, 0.2]",6.821281947667854e-36
57,"[20, 0.5, 0.4]",6.821281947667854e-36
58,"[20, 0.5, 0.5]",6.821281947667854e-36
59,"[20, 0.5, 0.6]",6.821281947667854e-36
60,"[20, 0.5, 0.7]",6.821281947667854e-36
61,"[20, 0.5, 0.8]",6.821281947667854e-36
62,"[20, 0.5, 0.9]",6.821281947667854e-36
63,"[10, 1.1, 0.1]",1.2266199714715865e-34
64,"[10, 1.1, 0.2]",1.2266199714715865e-34
65,"[10, 1.1, 0.3]",1.2266199714715865e-34
66,"[10, 1.1, 0.4]",1.2266199714715865e-34
67,"[10, 1.1, 0.5]",1.2266199714715865e-34
68,"[10, 1.1, 0.7]",1.269798667010282e-34
69,"[10, 1.1, 0.6]",1.269798667010282e-34
70,"[10, 1.1, 0.9]",1.269798667010282e-34
71,"[10, 1.1, 0.8]",1.269798667010282e-34
72,"[10, 1.2, 0.1]",1.6812998953773258e-30
73,"[10, 1.2, 0.3]",1.6812998953773258e-30
74,"[10, 1.2, 0.2]",1.6812998953773258e-30
75,"[10, 1.2, 0.4]",1.6812998953773258e-30
76,"[10, 1.2, 0.5]",1.6812998953773258e-30
77,"[10, 1.2, 0.6]",1.7404839442108383e-30
78,"[10, 1.2, 0.7]",1.7404839442108383e-30
79,"[10, 1.2, 0.8]",1.7404839442108383e-30
80,"[10, 1.2, 0.9]",1.7404839442108383e-30
81,"[20, 0.6, 0.1]",9.354978293235895e-30
82,"[20, 0.6, 0.3]",9.354978293235895e-30
83,"[20, 0.6, 0.5]",9.354978293235895e-30
84,"[20, 0.6, 0.2]",9.354978293235895e-30
85,"[20, 0.6, 0.4]",9.354978293235895e-30
86,"[20, 0.6, 0.6]",9.354978293235895e-30
87,"[20, 0.6, 0.7]",9.354978293235895e-30
88,"[20, 0.6, 0.8]",9.354978293235895e-30
89,"[20, 0.6, 0.9]",9.354978293235895e-30
90,"[10, 1.3, 0.1]",1.3099431295852082e-26
91,"[10, 1.3, 0.2]",1.3099431295852082e-26
92,"[10, 1.3, 0.4]",1.3099431295852082e-26
93,"[10, 1.3, 0.3]",1.3099431295852082e-26
