,param,equity_curve
0,"[10, 0.5, 0.6]",8.973587121302286e-28
1,"[10, 0.5, 0.7]",8.973587121302286e-28
2,"[10, 0.5, 0.8]",9.181744067682092e-28
3,"[10, 0.5, 0.9]",9.181744067682092e-28
4,"[10, 0.5, 0.3]",9.21568281847048e-28
5,"[10, 0.5, 0.2]",9.21568281847048e-28
6,"[10, 0.5, 0.4]",9.21568281847048e-28
7,"[10, 0.5, 0.1]",9.21568281847048e-28
8,"[10, 0.5, 0.5]",9.345866110166853e-28
9,"[10, 0.6, 0.6]",4.3305774020981235e-25
10,"[10, 0.6, 0.7]",4.3305774020981235e-25
11,"[10, 0.6, 0.8]",4.431032187447258e-25
12,"[10, 0.6, 0.9]",4.431032187447258e-25
13,"[10, 0.6, 0.2]",4.44741074211356e-25
14,"[10, 0.6, 0.4]",4.44741074211356e-25
15,"[10, 0.6, 0.3]",4.44741074211356e-25
16,"[10, 0.6, 0.1]",4.44741074211356e-25
17,"[10, 0.6, 0.5]",4.510236099858539e-25
18,"[10, 0.7, 0.6]",4.683666429040981e-22
19,"[10, 0.7, 0.7]",4.683666429040981e-22
20,"[10, 0.7, 0.8]",4.683666429040981e-22
21,"[10, 0.7, 0.9]",4.683666429040981e-22
22,"[10, 0.7, 0.1]",4.691009264132916e-22
23,"[10, 0.7, 0.2]",4.691009264132916e-22
24,"[10, 0.7, 0.3]",4.691009264132916e-22
25,"[10, 0.7, 0.4]",4.691009264132916e-22
26,"[10, 0.7, 0.5]",4.833162907720525e-22
27,"[10, 0.8, 0.1]",1.1147134024324003e-19
28,"[10, 0.8, 0.2]",1.1147134024324003e-19
29,"[10, 0.8, 0.3]",1.1147134024324003e-19
30,"[10, 0.8, 0.4]",1.1147134024324003e-19
31,"[10, 0.8, 0.6]",1.116444160795399e-19
32,"[10, 0.8, 0.7]",1.116444160795399e-19
33,"[10, 0.8, 0.9]",1.116444160795399e-19
34,"[10, 0.8, 0.8]",1.116444160795399e-19
35,"[10, 0.8, 0.5]",1.1484930355112042e-19
36,"[10, 0.9, 0.1]",4.327001090291721e-17
37,"[10, 0.9, 0.2]",4.327001090291721e-17
38,"[10, 0.9, 0.3]",4.327001090291721e-17
39,"[10, 0.9, 0.4]",4.327001090291721e-17
40,"[10, 0.9, 0.7]",4.333719403095121e-17
41,"[10, 0.9, 0.6]",4.333719403095121e-17
42,"[10, 0.9, 0.8]",4.333719403095121e-17
43,"[10, 0.9, 0.9]",4.333719403095121e-17
44,"[10, 0.9, 0.5]",4.458124039780501e-17
45,"[10, 1.0, 0.2]",9.145309960176064e-16
46,"[10, 1.0, 0.1]",9.145309960176064e-16
47,"[10, 1.0, 0.4]",9.145309960176064e-16
48,"[10, 1.0, 0.3]",9.145309960176064e-16
