open,high,low,close,volume,symbol,time_stamp,datetime,date,date_stamp,created_at,updated_at,trade,amount,type
10885.7,10886.1,10885.7,10886.1,197.53984147,OKEX.BTC-USDT,1600627920,2020-09-21 02:52:00,2020-09-21,1600617600,1617201794,1617201794,1,2150398.9602582734,1min
10882.9,10886.5,10882.9,10885.7,7.6599484,OKEX.BTC-USDT,1600627860,2020-09-21 02:51:00,2020-09-21,1600617600,1617201794,1617201794,1,83373.17637012,1min
10879.5,10883.3,10877.5,10883,1.87341464,OKEX.BTC-USDT,1600627800,2020-09-21 02:50:00,2020-09-21,1600617600,1617201794,1617201794,1,20385.0930515,1min
10883.2,10883.3,10879.5,10879.6,8.85465626,OKEX.BTC-USDT,1600627740,2020-09-21 02:49:00,2020-09-21,1600617600,1617201794,1617201794,1,96351.05662756402,1min
10879,10883.2,10878.1,10883.2,20.58409895,OKEX.BTC-USDT,1600627680,2020-09-21 02:48:00,2020-09-21,1600617600,1617201794,1617201794,1,223977.63908484502,1min
10885.6,10885.7,10879.2,10879.2,3.5903874,OKEX.BTC-USDT,1600627620,2020-09-21 02:47:00,2020-09-21,1600617600,1617201794,1617201794,1,39072.03184176001,1min
10887.5,10887.5,10881.6,10885.7,17.1480491,OKEX.BTC-USDT,1600627560,2020-09-21 02:46:00,2020-09-21,1600617600,1617201794,1617201794,1,186683.95133206,1min
10890,10890,10886.7,10887.5,9.11099775,OKEX.BTC-USDT,1600627500,2020-09-21 02:45:00,2020-09-21,1600617600,1617201794,1617201794,1,99207.3767503125,1min
10890.5,10890.5,10884.1,10889.9,6.55673665,OKEX.BTC-USDT,1600627440,2020-09-21 02:44:00,2020-09-21,1600617600,1617201794,1617201794,1,71404.17346583001,1min
10875.5,10892.2,10875.4,10890.5,10.65879655,OKEX.BTC-USDT,1600627380,2020-09-21 02:43:00,2020-09-21,1600617600,1617201794,1617201794,1,115999.68285365,1min
10878.3,10878.3,10875.4,10875.5,50.13170722,OKEX.BTC-USDT,1600627320,2020-09-21 02:42:00,2020-09-21,1600617600,1617201794,1617201794,1,545277.566261218,1min
10879.6,10879.7,10879.1,10879.1,65.37000976,OKEX.BTC-USDT,1600627260,2020-09-21 02:41:00,2020-09-21,1600617600,1617201794,1617201794,1,711183.215682456,1min
10883.4,10883.4,10876.5,10879.6,8.362015,OKEX.BTC-USDT,1600627200,2020-09-21 02:40:00,2020-09-21,1600617600,1617201794,1617201794,1,90991.2662225,1min
10879.5,10884.8,10879.5,10883.6,1.54212631,OKEX.BTC-USDT,1600627140,2020-09-21 02:39:00,2020-09-21,1600617600,1617201794,1617201794,1,16780.7245485805,1min
10879.6,10879.6,10879.5,10879.5,0.48872384,OKEX.BTC-USDT,1600627080,2020-09-21 02:38:00,2020-09-21,1600617600,1617201794,1617201794,1,5317.0954534719995,1min
10878.2,10879.6,10877.5,10879.6,11.8669974,OKEX.BTC-USDT,1600627020,2020-09-21 02:37:00,2020-09-21,1600617600,1617201794,1617201794,1,129099.87801486002,1min
10882.1,10882.1,10878.2,10878.2,10.43041639,OKEX.BTC-USDT,1600626960,2020-09-21 02:36:00,2020-09-21,1600617600,1617201794,1617201794,1,113484.49488565851,1min
10886.2,10886.2,10881.9,10882.1,10.39203899,OKEX.BTC-USDT,1600626900,2020-09-21 02:35:00,2020-09-21,1600617600,1617201794,1617201794,1,113108.5111730085,1min
10881.4,10886.2,10881.4,10886.2,36.35600482,OKEX.BTC-USDT,1600626840,2020-09-21 02:34:00,2020-09-21,1600617600,1617201794,1617201794,1,395691.485259916,1min
10882,10882,10881.4,10881.4,11.69577316,OKEX.BTC-USDT,1600626780,2020-09-21 02:33:00,2020-09-21,1600617600,1617201794,1617201794,1,127269.894795172,1min
10875.8,10882.1,10875.8,10882,4.11176947,OKEX.BTC-USDT,1600626720,2020-09-21 02:32:00,2020-09-21,1600617600,1617201794,1617201794,1,44731.52888718299,1min
10875,10875.8,10874.9,10875.8,19.30366825,OKEX.BTC-USDT,1600626660,2020-09-21 02:31:00,2020-09-21,1600617600,1617201794,1617201794,1,209935.11368605,1min
10867.4,10876.2,10867.4,10875,19.94279233,OKEX.BTC-USDT,1600626600,2020-09-21 02:30:00,2020-09-21,1600617600,1617201794,1617201794,1,216802.08397789602,1min
10875.1,10875.2,10867.4,10867.5,67.97500781,OKEX.BTC-USDT,1600626540,2020-09-21 02:29:00,2020-09-21,1600617600,1617201794,1617201794,1,738976.7024048528,1min
10875.2,10876.2,10874.7,10875.2,70.5963816,OKEX.BTC-USDT,1600626480,2020-09-21 02:28:00,2020-09-21,1600617600,1617201794,1617201794,1,767749.76917632,1min
10876.6,10876.6,10875.2,10875.3,26.07134605,OKEX.BTC-USDT,1600626420,2020-09-21 02:27:00,2020-09-21,1600617600,1617201794,1617201794,1,283550.6560724975,1min
10877.6,10883.4,10877,10877,44.8720636,OKEX.BTC-USDT,1600626360,2020-09-21 02:26:00,2020-09-21,1600617600,1617201794,1617201794,1,488086.8973962799,1min
10879,10879,10877.3,10877.5,8.71563954,OKEX.BTC-USDT,1600626300,2020-09-21 02:25:00,2020-09-21,1600617600,1617201794,1617201794,1,94810.905826005,1min
10881,10881,10879.4,10879.5,7.58671912,OKEX.BTC-USDT,1600626240,2020-09-21 02:24:00,2020-09-21,1600617600,1617201794,1617201794,1,82545.40070538,1min
10881.5,10883.8,10881.3,10881.3,7.97589061,OKEX.BTC-USDT,1600626180,2020-09-21 02:23:00,2020-09-21,1600617600,1617201794,1617201794,1,86788.856083654,1min
10877.6,10881.6,10877.5,10881.5,12.27611807,OKEX.BTC-USDT,1600626120,2020-09-21 02:22:00,2020-09-21,1600617600,1617201794,1617201794,1,133558.6403484685,1min
