open,high,low,close,volume,symbol,time_stamp,datetime,date,date_stamp,created_at,updated_at,trade,amount,type
9091.9,9092.0,9091.3,9091.3,4.83844344,OKEX.BTC-USDT,1593798240,2020-07-04 01:44:00,2020-07-04,1593792000,1617202202,1617202202,1,43989.19237910399,1min
9091.9,9092.0,9091.9,9091.9,0.85029069,OKEX.BTC-USDT,1593798180,2020-07-04 01:43:00,2020-07-04,1593792000,1617202202,1617202202,1,7730.757924411,1min
9090.4,9091.8,9090.4,9091.8,8.00007261,OKEX.BTC-USDT,1593798120,2020-07-04 01:42:00,2020-07-04,1593792000,1617202202,1617202202,1,72729.46010477099,1min
9089.8,9090.6,9089.8,9090.4,60.52537526,OKEX.BTC-USDT,1593798060,2020-07-04 01:41:00,2020-07-04,1593792000,1617202202,1617202202,1,550181.7136509259,1min
9089.1,9089.9,9089.1,9089.9,21.07322109,OKEX.BTC-USDT,1593798000,2020-07-04 01:40:00,2020-07-04,1593792000,1617202202,1617202202,1,191545.043097555,1min
9084.9,9089.1,9084.9,9089.1,86.53692082,OKEX.BTC-USDT,1593797940,2020-07-04 01:39:00,2020-07-04,1593792000,1617202202,1617202202,1,786360.99949134,1min
9085.1,9085.1,9084.3,9084.9,60.35342231,OKEX.BTC-USDT,1593797880,2020-07-04 01:38:00,2020-07-04,1593792000,1617202202,1617202202,1,548310.84168635,1min
9085.1,9085.1,9085.0,9085.0,2.929299,OKEX.BTC-USDT,1593797820,2020-07-04 01:37:00,2020-07-04,1593792000,1617202202,1617202202,1,26612.827879949997,1min
9086.4,9086.4,9085.1,9085.1,63.78371535,OKEX.BTC-USDT,1593797760,2020-07-04 01:36:00,2020-07-04,1593792000,1617202202,1617202202,1,579522.8917412625,1min
9088.7,9088.7,9086.6,9086.6,5.10546743,OKEX.BTC-USDT,1593797700,2020-07-04 01:35:00,2020-07-04,1593792000,1617202202,1617202202,1,46396.701090239505,1min
9088.9,9089.0,9088.9,9088.9,0.24433948,OKEX.BTC-USDT,1593797640,2020-07-04 01:34:00,2020-07-04,1593792000,1617202202,1617202202,1,2220.777099772,1min
9090.2,9090.2,9089.0,9089.0,6.49771242,OKEX.BTC-USDT,1593797580,2020-07-04 01:33:00,2020-07-04,1593792000,1617202202,1617202202,1,59061.606812832004,1min
9089.0,9090.3,9089.0,9090.3,3.77144246,OKEX.BTC-USDT,1593797520,2020-07-04 01:32:00,2020-07-04,1593792000,1617202202,1617202202,1,34281.091956539,1min
9089.0,9089.0,9089.0,9089.0,13.23875317,OKEX.BTC-USDT,1593797460,2020-07-04 01:31:00,2020-07-04,1593792000,1617202202,1617202202,1,120327.02756213001,1min
9089.8,9089.8,9088.9,9089.0,14.58535154,OKEX.BTC-USDT,1593797400,2020-07-04 01:30:00,2020-07-04,1593792000,1617202202,1617202202,1,132572.09428767598,1min
9089.6,9090.3,9089.5,9090.0,61.27836316,OKEX.BTC-USDT,1593797340,2020-07-04 01:29:00,2020-07-04,1593792000,1617202202,1617202202,1,557008.0654517679,1min
9088.2,9089.5,9088.2,9089.5,10.30482755,OKEX.BTC-USDT,1593797280,2020-07-04 01:28:00,2020-07-04,1593792000,1617202202,1617202202,1,93659.03187781751,1min
9084.3,9088.2,9084.2,9088.1,84.57593819,OKEX.BTC-USDT,1593797220,2020-07-04 01:27:00,2020-07-04,1593792000,1617202202,1617202202,1,768473.8895819781,1min
9087.8,9087.8,9083.5,9084.3,74.33829887,OKEX.BTC-USDT,1593797160,2020-07-04 01:26:00,2020-07-04,1593792000,1617202202,1617202202,1,675441.5004477635,1min
9087.1,9087.8,9087.1,9087.7,60.93165431,OKEX.BTC-USDT,1593797100,2020-07-04 01:25:00,2020-07-04,1593792000,1617202202,1617202202,1,553710.3153766941,1min
9085.6,9087.0,9085.5,9087.0,18.11357821,OKEX.BTC-USDT,1593797040,2020-07-04 01:24:00,2020-07-04,1593792000,1617202202,1617202202,1,164585.40568952297,1min
9087.8,9087.8,9085.5,9085.6,11.04390701,OKEX.BTC-USDT,1593796980,2020-07-04 01:23:00,2020-07-04,1593792000,1617202202,1617202202,1,100352.66982776701,1min
9088.5,9088.5,9087.1,9087.9,259.94076522,OKEX.BTC-USDT,1593796920,2020-07-04 01:22:00,2020-07-04,1593792000,1617202202,1617202202,1,2362393.662472404,1min
9088.6,9088.6,9088.4,9088.4,0.63926599,OKEX.BTC-USDT,1593796860,2020-07-04 01:21:00,2020-07-04,1593792000,1617202202,1617202202,1,5809.968950115,1min
9089.2,9089.2,9088.5,9088.6,3.20470232,OKEX.BTC-USDT,1593796800,2020-07-04 01:20:00,2020-07-04,1593792000,1617202202,1617202202,1,29127.218916248006,1min
9089.1,9089.2,9089.1,9089.2,9.20018266,OKEX.BTC-USDT,1593796740,2020-07-04 01:19:00,2020-07-04,1593792000,1617202202,1617202202,1,83621.84022413901,1min
9090.9,9090.9,9088.4,9089.2,334.79699912,OKEX.BTC-USDT,1593796680,2020-07-04 01:18:00,2020-07-04,1593792000,1617202202,1617202202,1,3043321.461850756,1min
9091.4,9091.5,9091.0,9091.0,47.93601013,OKEX.BTC-USDT,1593796620,2020-07-04 01:17:00,2020-07-04,1593792000,1617202202,1617202202,1,435795.85529385606,1min
9098.4,9101.9,9091.4,9091.4,454.71900569,OKEX.BTC-USDT,1593796560,2020-07-04 01:16:00,2020-07-04,1593792000,1617202202,1617202202,1,4135623.884849981,1min
9098.4,9098.4,9098.4,9098.4,0.16484895,OKEX.BTC-USDT,1593796500,2020-07-04 01:15:00,2020-07-04,1593792000,1617202202,1617202202,1,1499.8616866799998,1min
9098.4,9098.4,9098.4,9098.4,0.14513376,OKEX.BTC-USDT,1593796440,2020-07-04 01:14:00,2020-07-04,1593792000,1617202202,1617202202,1,1320.485001984,1min
