open,high,low,close,volume,symbol,time_stamp,datetime,date,date_stamp,created_at,updated_at,trade,amount,type
8835.7,8835.7,8824.4,8825.5,35.00278756,OKEX.BTC-USDT,1588616280,2020-05-05 02:18:00,2020-05-05,1588608000,1617202536,1617202536,1,309095.61582733603,1min
8835.7,8838.5,8833.0,8836.3,44.92071316,OKEX.BTC-USDT,1588616220,2020-05-05 02:17:00,2020-05-05,1588608000,1617202536,1617202536,1,396919.42148176,1min
8839.0,8839.9,8831.4,8836.2,46.02219546,OKEX.BTC-USDT,1588616160,2020-05-05 02:16:00,2020-05-05,1588608000,1617202536,1617202536,1,406725.754597296,1min
8829.5,8838.9,8828.3,8838.7,79.18257489,OKEX.BTC-USDT,1588616100,2020-05-05 02:15:00,2020-05-05,1588608000,1617202536,1617202536,1,699506.784835749,1min
8827.4,8831.9,8826.3,8829.6,41.24127805,OKEX.BTC-USDT,1588616040,2020-05-05 02:14:00,2020-05-05,1588608000,1617202536,1617202536,1,364098.62326442497,1min
8829.1,8834.3,8825.5,8827.4,41.91427003,OKEX.BTC-USDT,1588615980,2020-05-05 02:13:00,2020-05-05,1588608000,1617202536,1617202536,1,370029.6543923475,1min
8824.7,8834.0,8820.6,8829.2,140.58054304,OKEX.BTC-USDT,1588615920,2020-05-05 02:12:00,2020-05-05,1588608000,1617202536,1617202536,1,1240897.424386928,1min
8811.8,8826.0,8810.3,8823.5,31.90391381,OKEX.BTC-USDT,1588615860,2020-05-05 02:11:00,2020-05-05,1588608000,1617202536,1617202536,1,281317.54560674645,1min
8815.2,8825.6,8811.7,8811.7,29.3223602,OKEX.BTC-USDT,1588615800,2020-05-05 02:10:00,2020-05-05,1588608000,1617202536,1617202536,1,258431.15550469002,1min
8815.4,8815.6,8812.2,8815.4,66.68972299,OKEX.BTC-USDT,1588615740,2020-05-05 02:09:00,2020-05-05,1588608000,1617202536,1617202536,1,587896.584046046,1min
8810.0,8819.0,8809.7,8816.1,63.41482954,OKEX.BTC-USDT,1588615680,2020-05-05 02:08:00,2020-05-05,1588608000,1617202536,1617202536,1,558878.063477497,1min
8814.1,8815.4,8810.0,8810.0,103.19202861,OKEX.BTC-USDT,1588615620,2020-05-05 02:07:00,2020-05-05,1588608000,1617202536,1617202536,1,909333.3157127504,1min
8815.9,8816.7,8812.0,8814.0,9.33983466,OKEX.BTC-USDT,1588615560,2020-05-05 02:06:00,2020-05-05,1588608000,1617202536,1617202536,1,82330.17553616701,1min
8820.3,8821.2,8813.3,8815.9,53.26259897,OKEX.BTC-USDT,1588615500,2020-05-05 02:05:00,2020-05-05,1588608000,1617202536,1617202536,1,469674.9239773569,1min
8809.0,8823.0,8809.0,8820.2,18.29233561,OKEX.BTC-USDT,1588615440,2020-05-05 02:04:00,2020-05-05,1588608000,1617202536,1617202536,1,161239.621467906,1min
8805.9,8812.6,8803.3,8809.0,90.97602838,OKEX.BTC-USDT,1588615380,2020-05-05 02:03:00,2020-05-05,1588608000,1617202536,1617202536,1,801266.8211554311,1min
8802.4,8807.9,8802.4,8806.0,135.27846625,OKEX.BTC-USDT,1588615320,2020-05-05 02:02:00,2020-05-05,1588608000,1617202536,1617202536,1,1191018.6725582501,1min
8792.9,8803.2,8792.9,8801.8,59.19578401,OKEX.BTC-USDT,1588615260,2020-05-05 02:01:00,2020-05-05,1588608000,1617202536,1617202536,1,520766.0304603734,1min
8801.1,8805.6,8790.8,8793.8,63.92898935,OKEX.BTC-USDT,1588615200,2020-05-05 02:00:00,2020-05-05,1588608000,1617202536,1617202536,1,562412.0873571576,1min
8799.9,8802.0,8796.8,8800.7,27.13692093,OKEX.BTC-USDT,1588615140,2020-05-05 01:59:00,2020-05-05,1588608000,1617202536,1617202536,1,238813.04526027897,1min
8801.7,8801.9,8795.5,8799.9,47.00136699,OKEX.BTC-USDT,1588615080,2020-05-05 01:58:00,2020-05-05,1588608000,1617202536,1617202536,1,413649.630605592,1min
8800.8,8803.3,8800.2,8802.0,15.50029602,OKEX.BTC-USDT,1588615020,2020-05-05 01:57:00,2020-05-05,1588608000,1617202536,1617202536,1,136424.305390428,1min
8795.2,8800.8,8794.9,8800.7,12.14567755,OKEX.BTC-USDT,1588614960,2020-05-05 01:56:00,2020-05-05,1588608000,1617202536,1617202536,1,106857.06380102251,1min
8793.2,8800.3,8790.1,8796.1,43.55917303,OKEX.BTC-USDT,1588614900,2020-05-05 01:55:00,2020-05-05,1588608000,1617202536,1617202536,1,383087.68108828954,1min
8798.4,8798.4,8788.9,8793.2,28.44847864,OKEX.BTC-USDT,1588614840,2020-05-05 01:54:00,2020-05-05,1588608000,1617202536,1617202536,1,250227.128421712,1min
