,param,equity_curve
0,"[10, 0.5, 0.3]",3.4459567323258324e-25
1,"[10, 0.5, 0.1]",3.4459567323258324e-25
2,"[10, 0.5, 0.6]",3.4459567323258324e-25
3,"[10, 0.5, 0.5]",3.4459567323258324e-25
4,"[10, 0.5, 0.4]",3.4459567323258324e-25
5,"[10, 0.5, 0.7]",3.4459567323258324e-25
6,"[10, 0.5, 0.2]",3.4459567323258324e-25
7,"[10, 0.5, 0.8]",3.4459567323258324e-25
8,"[10, 0.5, 0.9]",3.4459567323258324e-25
9,"[10, 0.6, 0.1]",1.764024121750167e-22
10,"[10, 0.6, 0.3]",1.764024121750167e-22
11,"[10, 0.6, 0.4]",1.764024121750167e-22
12,"[10, 0.6, 0.2]",1.764024121750167e-22
13,"[10, 0.6, 0.5]",1.764024121750167e-22
14,"[10, 0.6, 0.7]",1.764024121750167e-22
15,"[10, 0.6, 0.6]",1.764024121750167e-22
16,"[10, 0.6, 0.8]",1.764024121750167e-22
17,"[10, 0.6, 0.9]",1.764024121750167e-22
18,"[10, 0.7, 0.1]",3.499686029719217e-20
19,"[10, 0.7, 0.2]",3.499686029719217e-20
20,"[10, 0.7, 0.3]",3.499686029719217e-20
21,"[10, 0.7, 0.4]",3.499686029719217e-20
22,"[10, 0.7, 0.5]",3.499686029719217e-20
23,"[10, 0.7, 0.6]",3.499686029719217e-20
24,"[10, 0.7, 0.7]",3.499686029719217e-20
25,"[10, 0.7, 0.8]",3.499686029719217e-20
26,"[10, 0.7, 0.9]",3.499686029719217e-20
27,"[10, 0.8, 0.1]",1.1327280098220723e-17
28,"[10, 0.8, 0.2]",1.1327280098220723e-17
29,"[10, 0.8, 0.3]",1.1327280098220723e-17
30,"[10, 0.8, 0.5]",1.1327280098220723e-17
31,"[10, 0.8, 0.4]",1.1327280098220723e-17
32,"[10, 0.8, 0.6]",1.1327280098220723e-17
33,"[10, 0.8, 0.7]",1.1327280098220723e-17
34,"[10, 0.8, 0.8]",1.1327280098220723e-17
35,"[10, 0.8, 0.9]",1.1327280098220723e-17
36,"[10, 0.9, 0.1]",2.1815617975263337e-15
37,"[10, 0.9, 0.2]",2.1815617975263337e-15
38,"[10, 0.9, 0.4]",2.1815617975263337e-15
39,"[10, 0.9, 0.3]",2.1815617975263337e-15
40,"[10, 0.9, 0.5]",2.1815617975263337e-15
41,"[10, 0.9, 0.7]",2.1815617975263337e-15
42,"[10, 0.9, 0.6]",2.1815617975263337e-15
43,"[10, 0.9, 0.8]",2.1815617975263337e-15
44,"[10, 0.9, 0.9]",2.1815617975263337e-15
45,"[10, 1.0, 0.1]",1.1423031618365568e-13
46,"[10, 1.0, 0.2]",1.1423031618365568e-13
47,"[10, 1.0, 0.3]",1.1423031618365568e-13
48,"[10, 1.0, 0.4]",1.1423031618365568e-13
49,"[10, 1.0, 0.5]",1.1423031618365568e-13
50,"[10, 1.0, 0.6]",1.1423031618365568e-13
51,"[10, 1.0, 0.7]",1.1423031618365568e-13
52,"[10, 1.0, 0.8]",1.1423031618365568e-13
53,"[10, 1.0, 0.9]",1.1423031618365568e-13
54,"[10, 1.1, 0.1]",1.6741530824928244e-12
55,"[10, 1.1, 0.2]",1.6741530824928244e-12
56,"[10, 1.1, 0.4]",1.6741530824928244e-12
57,"[10, 1.1, 0.3]",1.6741530824928244e-12
58,"[10, 1.1, 0.6]",1.6741530824928244e-12
59,"[10, 1.1, 0.5]",1.6741530824928244e-12
60,"[10, 1.1, 0.7]",1.6741530824928244e-12
61,"[10, 1.1, 0.8]",1.6741530824928244e-12
62,"[10, 1.1, 0.9]",1.6741530824928244e-12
63,"[10, 1.2, 0.1]",3.890454970122806e-11
64,"[10, 1.2, 0.2]",3.890454970122806e-11
65,"[10, 1.2, 0.3]",3.890454970122806e-11
66,"[10, 1.2, 0.6]",3.890454970122806e-11
67,"[10, 1.2, 0.4]",3.890454970122806e-11
68,"[10, 1.2, 0.5]",3.890454970122806e-11
69,"[10, 1.2, 0.8]",3.890454970122806e-11
70,"[10, 1.2, 0.7]",3.890454970122806e-11
71,"[10, 1.2, 0.9]",3.890454970122806e-11
72,"[20, 0.5, 0.2]",1.0813425592356127e-10
73,"[20, 0.5, 0.3]",1.0813425592356127e-10
74,"[20, 0.5, 0.4]",1.0813425592356127e-10
75,"[20, 0.5, 0.1]",1.0813425592356127e-10
76,"[20, 0.5, 0.6]",1.0813425592356127e-10
77,"[20, 0.5, 0.8]",1.0813425592356127e-10
78,"[20, 0.5, 0.7]",1.0813425592356127e-10
79,"[20, 0.5, 0.5]",1.0813425592356127e-10
80,"[20, 0.5, 0.9]",1.0813425592356127e-10
81,"[10, 1.3, 0.1]",6.331368623911836e-10
82,"[10, 1.3, 0.3]",6.331368623911836e-10
83,"[10, 1.3, 0.4]",6.331368623911836e-10
