,equity_curve,param
0,"[10, 0.5, 0.05]",3.6595470799393206e-13
1,"[10, 0.5, 0.04]",3.6595470799393206e-13
2,"[10, 0.5, 0.03]",3.6595470799393206e-13
3,"[10, 0.5, 0.08]",3.6595470799393206e-13
4,"[10, 0.5, 0.07]",3.6595470799393206e-13
5,"[10, 0.5, 0.06]",3.6595470799393206e-13
6,"[10, 0.5, 0.09]",3.6595470799393206e-13
7,"[10, 0.5, 0.02]",4.870594764665705e-13
8,"[10, 0.5, 0.01]",9.8929847673431e-13
9,"[10, 0.6, 0.03]",2.057800972482045e-12
10,"[10, 0.6, 0.04]",2.057800972482045e-12
11,"[10, 0.6, 0.06]",2.057800972482045e-12
12,"[10, 0.6, 0.05]",2.057800972482045e-12
13,"[10, 0.6, 0.08]",2.057800972482045e-12
14,"[10, 0.6, 0.07]",2.057800972482045e-12
15,"[10, 0.6, 0.09]",2.057800972482045e-12
16,"[10, 0.6, 0.02]",2.7387855448661748e-12
17,"[10, 0.6, 0.01]",5.2145617893215666e-12
18,"[10, 0.7, 0.03]",7.718921550693222e-12
19,"[10, 0.7, 0.04]",7.718921550693222e-12
20,"[10, 0.7, 0.05]",7.718921550693222e-12
21,"[10, 0.7, 0.06]",7.718921550693222e-12
22,"[10, 0.7, 0.07]",7.718921550693222e-12
23,"[10, 0.7, 0.09]",7.718921550693222e-12
24,"[10, 0.7, 0.08]",7.718921550693222e-12
25,"[10, 0.7, 0.02]",1.0150945839698185e-11
26,"[10, 0.7, 0.01]",1.947428292233174e-11
27,"[10, 0.8, 0.03]",2.466661098789946e-11
28,"[10, 0.8, 0.04]",2.466661098789946e-11
29,"[10, 0.8, 0.05]",2.466661098789946e-11
30,"[10, 0.8, 0.06]",2.466661098789946e-11
31,"[10, 0.8, 0.08]",2.466661098789946e-11
32,"[10, 0.8, 0.07]",2.466661098789946e-11
33,"[10, 0.8, 0.09]",2.466661098789946e-11
34,"[10, 0.8, 0.02]",3.2438395771049756e-11
35,"[10, 0.8, 0.01]",5.64886246857602e-11
36,"[10, 0.9, 0.04]",7.750035675524094e-11
37,"[10, 0.9, 0.05]",7.750035675524094e-11
38,"[10, 0.9, 0.06]",7.750035675524094e-11
39,"[10, 0.9, 0.07]",7.750035675524094e-11
40,"[10, 0.9, 0.03]",7.750035675524094e-11
41,"[10, 0.9, 0.08]",7.750035675524094e-11
42,"[10, 0.9, 0.09]",7.750035675524094e-11
43,"[10, 0.9, 0.02]",1.0566194020540201e-10
44,"[10, 1.0, 0.03]",1.8688659049697347e-10
45,"[10, 1.0, 0.04]",1.8964302475783968e-10
46,"[10, 1.0, 0.05]",1.8964302475783968e-10
47,"[10, 1.0, 0.06]",1.8964302475783968e-10
48,"[10, 1.0, 0.07]",1.8964302475783968e-10
49,"[10, 1.0, 0.08]",1.8964302475783968e-10
50,"[10, 1.0, 0.09]",1.8964302475783968e-10
51,"[10, 0.9, 0.01]",1.9971771757479915e-10
52,"[10, 1.0, 0.02]",2.518079435162809e-10
53,"[10, 1.1, 0.03]",2.5378359132788937e-10
54,"[10, 1.1, 0.04]",2.5378359132788937e-10
55,"[10, 1.1, 0.05]",2.5378359132788937e-10
56,"[10, 1.1, 0.06]",2.5378359132788937e-10
57,"[10, 1.1, 0.08]",2.5378359132788937e-10
58,"[10, 1.1, 0.07]",2.5378359132788937e-10
59,"[10, 1.1, 0.09]",2.5378359132788937e-10
60,"[10, 1.1, 0.02]",3.1641527924730245e-10
61,"[10, 1.0, 0.01]",4.5014561908328884e-10
62,"[10, 1.1, 0.01]",5.221251330016752e-10
63,"[10, 1.2, 0.03]",6.022875185628534e-10
64,"[10, 1.2, 0.04]",6.022875185628534e-10
65,"[10, 1.2, 0.06]",6.022875185628534e-10
66,"[10, 1.2, 0.05]",6.022875185628534e-10
67,"[10, 1.2, 0.07]",6.022875185628534e-10
68,"[10, 1.2, 0.08]",6.022875185628534e-10
69,"[10, 1.2, 0.09]",6.022875185628534e-10
70,"[10, 1.2, 0.02]",7.509270886115308e-10
71,"[10, 1.2, 0.01]",1.229456958187844e-09
72,"[10, 1.3, 0.02]",2.4056329413915713e-09
73,"[10, 1.3, 0.05]",2.5367197177573437e-09
74,"[10, 1.3, 0.03]",2.5367197177573437e-09
75,"[10, 1.3, 0.04]",2.5367197177573437e-09
76,"[10, 1.3, 0.06]",2.5367197177573437e-09
77,"[10, 1.3, 0.07]",2.5367197177573437e-09
78,"[10, 1.3, 0.08]",2.5367197177573437e-09
79,"[10, 1.3, 0.09]",2.5367197177573437e-09
80,"[10, 1.3, 0.01]",4.071531768734609e-09
81,"[10, 1.4, 0.02]",6.4367079926042745e-09
82,"[10, 1.4, 0.03]",6.7874544787536335e-09
83,"[10, 1.4, 0.04]",6.7874544787536335e-09
84,"[10, 1.4, 0.05]",6.7874544787536335e-09
85,"[10, 1.4, 0.06]",6.7874544787536335e-09
86,"[10, 1.4, 0.08]",6.7874544787536335e-09
87,"[10, 1.4, 0.07]",6.7874544787536335e-09
88,"[10, 1.4, 0.09]",6.7874544787536335e-09
89,"[10, 1.5, 0.04]",1.1527949298965592e-08
90,"[10, 1.5, 0.03]",1.1527949298965592e-08
91,"[10, 1.5, 0.05]",1.1527949298965592e-08
92,"[10, 1.5, 0.06]",1.1527949298965592e-08
93,"[10, 1.5, 0.07]",1.1527949298965592e-08
94,"[10, 1.5, 0.08]",1.1527949298965592e-08
95,"[10, 1.5, 0.09]",1.1527949298965592e-08
96,"[10, 1.4, 0.01]",1.1704047839711352e-08
97,"[10, 1.5, 0.02]",1.1811184786218508e-08
98,"[10, 1.5, 0.01]",2.1374235086641775e-08
99,"[10, 1.6, 0.04]",3.74893479363855e-08
100,"[10, 1.6, 0.03]",3.74893479363855e-08
101,"[10, 1.6, 0.07]",3.74893479363855e-08
102,"[10, 1.6, 0.05]",3.74893479363855e-08
103,"[10, 1.6, 0.06]",3.74893479363855e-08
104,"[10, 1.6, 0.08]",3.74893479363855e-08
105,"[10, 1.6, 0.09]",3.74893479363855e-08
106,"[10, 1.6, 0.02]",4.0503487163939033e-08
107,"[10, 1.6, 0.01]",6.597550318641056e-08
108,"[10, 1.7, 0.03]",8.670007948552476e-08
