,param,equity_curve
0,"[10, 0.5, 0.2]",4.2692507715772054e-24
1,"[10, 0.5, 0.3]",4.2692507715772054e-24
2,"[10, 0.5, 0.1]",4.2692507715772054e-24
3,"[10, 0.5, 0.4]",4.2692507715772054e-24
4,"[10, 0.5, 0.6]",4.512507056088707e-24
5,"[10, 0.5, 0.5]",4.512507056088707e-24
6,"[10, 0.5, 0.7]",4.512507056088707e-24
7,"[10, 0.5, 0.8]",4.512507056088707e-24
8,"[10, 0.5, 0.9]",4.512507056088707e-24
9,"[10, 0.6, 0.1]",5.469458084545559e-22
10,"[10, 0.6, 0.4]",5.469458084545559e-22
11,"[10, 0.6, 0.3]",5.469458084545559e-22
12,"[10, 0.6, 0.2]",5.469458084545559e-22
13,"[10, 0.6, 0.5]",5.78110060055688e-22
14,"[10, 0.6, 0.7]",5.78110060055688e-22
15,"[10, 0.6, 0.6]",5.78110060055688e-22
16,"[10, 0.6, 0.8]",5.78110060055688e-22
17,"[10, 0.6, 0.9]",5.78110060055688e-22
18,"[10, 0.7, 0.2]",2.867243898902059e-20
19,"[10, 0.7, 0.3]",2.867243898902059e-20
20,"[10, 0.7, 0.1]",2.867243898902059e-20
21,"[10, 0.7, 0.4]",2.867243898902059e-20
22,"[10, 0.7, 0.5]",3.0306156788589865e-20
23,"[10, 0.7, 0.6]",3.0306156788589865e-20
24,"[10, 0.7, 0.7]",3.0306156788589865e-20
25,"[10, 0.7, 0.8]",3.0306156788589865e-20
26,"[10, 0.7, 0.9]",3.0306156788589865e-20
27,"[10, 0.8, 0.1]",7.465833544459472e-19
28,"[10, 0.8, 0.2]",7.465833544459472e-19
29,"[10, 0.8, 0.3]",7.465833544459472e-19
30,"[10, 0.8, 0.4]",7.465833544459472e-19
31,"[10, 0.8, 0.7]",7.891226904085374e-19
32,"[10, 0.8, 0.6]",7.891226904085374e-19
33,"[10, 0.8, 0.9]",7.891226904085374e-19
34,"[10, 0.8, 0.8]",7.891226904085374e-19
35,"[10, 0.8, 0.5]",7.891226904085374e-19
36,"[10, 0.9, 0.1]",1.6608730682041168e-16
37,"[10, 0.9, 0.2]",1.6608730682041168e-16
38,"[10, 0.9, 0.4]",1.6608730682041168e-16
39,"[10, 0.9, 0.3]",1.6608730682041168e-16
40,"[10, 0.9, 0.7]",1.7555074275409597e-16
41,"[10, 0.9, 0.5]",1.7555074275409597e-16
42,"[10, 0.9, 0.6]",1.7555074275409597e-16
43,"[10, 0.9, 0.8]",1.7555074275409597e-16
44,"[10, 0.9, 0.9]",1.7555074275409597e-16
45,"[10, 1.0, 0.2]",4.4891397620887264e-15
46,"[10, 1.0, 0.3]",4.4891397620887264e-15
47,"[10, 1.0, 0.1]",4.4891397620887264e-15
48,"[10, 1.0, 0.4]",4.4891397620887264e-15
49,"[10, 1.0, 0.5]",4.744925031590553e-15
50,"[10, 1.0, 0.6]",4.744925031590553e-15
51,"[10, 1.0, 0.7]",4.744925031590553e-15
52,"[10, 1.0, 0.8]",4.744925031590553e-15
53,"[10, 1.0, 0.9]",4.744925031590553e-15
54,"[10, 1.1, 0.1]",2.622556265257496e-13
55,"[10, 1.1, 0.2]",2.622556265257496e-13
56,"[10, 1.1, 0.3]",2.622556265257496e-13
57,"[10, 1.1, 0.4]",2.622556265257496e-13
58,"[10, 1.1, 0.5]",2.68316613872758e-13
59,"[10, 1.1, 0.6]",2.68316613872758e-13
60,"[10, 1.1, 0.7]",2.68316613872758e-13
61,"[10, 1.1, 0.8]",2.68316613872758e-13
62,"[10, 1.1, 0.9]",2.68316613872758e-13
63,"[10, 1.2, 0.1]",7.937497645885512e-12
64,"[10, 1.2, 0.2]",7.937497645885512e-12
65,"[10, 1.2, 0.3]",7.937497645885512e-12
66,"[10, 1.2, 0.4]",7.937497645885512e-12
67,"[10, 1.2, 0.6]",8.120941080201636e-12
68,"[10, 1.2, 0.8]",8.120941080201636e-12
69,"[10, 1.2, 0.7]",8.120941080201636e-12
70,"[10, 1.2, 0.9]",8.120941080201636e-12
71,"[10, 1.2, 0.5]",8.120941080201636e-12
72,"[20, 0.5, 0.1]",2.8356303499933287e-11
73,"[20, 0.5, 0.3]",2.8356303499933287e-11
74,"[20, 0.5, 0.5]",2.8356303499933287e-11
75,"[20, 0.5, 0.6]",2.8356303499933287e-11
76,"[20, 0.5, 0.8]",2.8356303499933287e-11
77,"[20, 0.5, 0.7]",2.8356303499933287e-11
78,"[20, 0.5, 0.2]",2.8356303499933287e-11
79,"[20, 0.5, 0.4]",2.8356303499933287e-11
80,"[20, 0.5, 0.9]",2.8356303499933287e-11
81,"[10, 1.3, 0.1]",2.007001618669896e-10
82,"[10, 1.3, 0.2]",2.007001618669896e-10
83,"[10, 1.3, 0.3]",2.007001618669896e-10
84,"[10, 1.3, 0.4]",2.007001618669896e-10
85,"[10, 1.3, 0.5]",2.053385414424174e-10
86,"[10, 1.3, 0.6]",2.053385414424174e-10
87,"[10, 1.3, 0.7]",2.053385414424174e-10
88,"[10, 1.3, 0.9]",2.053385414424174e-10
89,"[10, 1.3, 0.8]",2.053385414424174e-10
90,"[20, 0.6, 0.1]",1.7627824230649091e-09
91,"[20, 0.6, 0.2]",1.7627824230649091e-09
92,"[20, 0.6, 0.4]",1.7627824230649091e-09
93,"[20, 0.6, 0.5]",1.7627824230649091e-09
94,"[20, 0.6, 0.3]",1.7627824230649091e-09
95,"[20, 0.6, 0.6]",1.7627824230649091e-09
96,"[20, 0.6, 0.7]",1.7627824230649091e-09
97,"[20, 0.6, 0.8]",1.7627824230649091e-09
98,"[20, 0.6, 0.9]",1.7627824230649091e-09
99,"[10, 1.4, 0.1]",3.5573853669725633e-09
100,"[10, 1.4, 0.2]",3.5573853669725633e-09
101,"[10, 1.4, 0.3]",3.5573853669725633e-09
102,"[10, 1.4, 0.4]",3.5573853669725633e-09
103,"[10, 1.4, 0.5]",3.6396000671232423e-09
104,"[10, 1.4, 0.6]",3.6396000671232423e-09
105,"[10, 1.4, 0.7]",3.6396000671232423e-09
106,"[10, 1.4, 0.8]",3.6396000671232423e-09
107,"[10, 1.4, 0.9]",3.6396000671232423e-09
108,"[30, 0.5, 0.2]",4.5641575097276615e-09
109,"[30, 0.5, 0.1]",4.5641575097276615e-09
110,"[30, 0.5, 0.3]",4.5641575097276615e-09
111,"[30, 0.5, 0.4]",4.5641575097276615e-09
112,"[30, 0.5, 0.5]",4.6317240009186364e-09
113,"[30, 0.5, 0.7]",4.6317240009186364e-09
114,"[30, 0.5, 0.8]",4.6317240009186364e-09
115,"[30, 0.5, 0.6]",4.6317240009186364e-09
116,"[30, 0.5, 0.9]",4.6317240009186364e-09
117,"[10, 1.5, 0.1]",2.049716932054643e-08
118,"[10, 1.5, 0.4]",2.049716932054643e-08
119,"[10, 1.5, 0.3]",2.049716932054643e-08
120,"[10, 1.5, 0.2]",2.049716932054643e-08
121,"[10, 1.5, 0.5]",2.097087921019528e-08
122,"[10, 1.5, 0.6]",2.097087921019528e-08
123,"[10, 1.5, 0.7]",2.097087921019528e-08
124,"[10, 1.5, 0.9]",2.097087921019528e-08
125,"[10, 1.5, 0.8]",2.097087921019528e-08
126,"[20, 0.7, 0.2]",3.6916175200480884e-08
127,"[20, 0.7, 0.1]",3.6916175200480884e-08
128,"[20, 0.7, 0.3]",3.6916175200480884e-08
129,"[20, 0.7, 0.4]",3.6916175200480884e-08
130,"[20, 0.7, 0.5]",3.6916175200480884e-08
131,"[20, 0.7, 0.6]",3.6916175200480884e-08
132,"[20, 0.7, 0.7]",3.6916175200480884e-08
133,"[20, 0.7, 0.8]",3.6916175200480884e-08
134,"[20, 0.7, 0.9]",3.6916175200480884e-08
135,"[30, 0.6, 0.1]",2.7368108782638093e-07
136,"[30, 0.6, 0.4]",2.7368108782638093e-07
137,"[30, 0.6, 0.3]",2.7368108782638093e-07
138,"[30, 0.6, 0.2]",2.7368108782638093e-07
139,"[30, 0.6, 0.5]",2.7773258490341134e-07
140,"[30, 0.6, 0.9]",2.7773258490341134e-07
141,"[30, 0.6, 0.8]",2.7773258490341134e-07
142,"[30, 0.6, 0.7]",2.7773258490341134e-07
143,"[30, 0.6, 0.6]",2.7773258490341134e-07
144,"[10, 1.6, 0.1]",2.9498603931502357e-07
145,"[10, 1.6, 0.2]",2.9498603931502357e-07
146,"[10, 1.6, 0.3]",2.9498603931502357e-07
147,"[10, 1.6, 0.4]",2.9498603931502357e-07
148,"[10, 1.6, 0.5]",3.0180345892778114e-07
149,"[10, 1.6, 0.6]",3.0180345892778114e-07
150,"[10, 1.6, 0.7]",3.0180345892778114e-07
151,"[10, 1.6, 0.8]",3.0180345892778114e-07
152,"[10, 1.6, 0.9]",3.0180345892778114e-07
153,"[20, 0.8, 0.1]",3.7395960704779214e-07
154,"[20, 0.8, 0.2]",3.7395960704779214e-07
155,"[20, 0.8, 0.3]",3.7395960704779214e-07
156,"[20, 0.8, 0.4]",3.7395960704779214e-07
157,"[20, 0.8, 0.5]",3.7395960704779214e-07
158,"[20, 0.8, 0.7]",3.7395960704779214e-07
159,"[20, 0.8, 0.9]",3.7395960704779214e-07
160,"[20, 0.8, 0.6]",3.7395960704779214e-07
161,"[20, 0.8, 0.8]",3.7395960704779214e-07
162,"[10, 1.7, 0.1]",2.31839566460452e-06
163,"[10, 1.7, 0.2]",2.31839566460452e-06
164,"[10, 1.7, 0.4]",2.31839566460452e-06
165,"[10, 1.7, 0.3]",2.31839566460452e-06
166,"[10, 1.7, 0.5]",2.3719760852600203e-06
167,"[10, 1.7, 0.8]",2.3719760852600203e-06
168,"[10, 1.7, 0.6]",2.3719760852600203e-06
169,"[10, 1.7, 0.9]",2.3719760852600203e-06
170,"[10, 1.7, 0.7]",2.3719760852600203e-06
171,"[30, 0.7, 0.1]",7.751492013060118e-06
172,"[30, 0.7, 0.2]",7.751492013060118e-06
173,"[30, 0.7, 0.3]",7.751492013060118e-06
174,"[30, 0.7, 0.4]",7.751492013060118e-06
175,"[30, 0.7, 0.6]",7.751492013060118e-06
176,"[30, 0.7, 0.5]",7.751492013060118e-06
177,"[30, 0.7, 0.7]",7.751492013060118e-06
178,"[30, 0.7, 0.9]",7.751492013060118e-06
179,"[30, 0.7, 0.8]",7.751492013060118e-06
180,"[40, 0.5, 0.1]",1.4225457913276294e-05
181,"[40, 0.5, 0.2]",1.4225457913276294e-05
182,"[40, 0.5, 0.3]",1.4225457913276294e-05
183,"[40, 0.5, 0.4]",1.4225457913276294e-05
184,"[40, 0.5, 0.5]",1.4225457913276294e-05
185,"[40, 0.5, 0.6]",1.4225457913276294e-05
186,"[40, 0.5, 0.7]",1.4225457913276294e-05
187,"[40, 0.5, 0.8]",1.4225457913276294e-05
188,"[40, 0.5, 0.9]",1.4225457913276294e-05
189,"[20, 0.9, 0.1]",1.623401624607329e-05
190,"[20, 0.9, 0.2]",1.623401624607329e-05
191,"[20, 0.9, 0.3]",1.623401624607329e-05
