,equity_curve,param
0,"[10, 0.5, 0.05]",6.858601209785837e-07
1,"[10, 0.5, 0.04]",6.858601209785837e-07
2,"[10, 0.5, 0.07]",6.858601209785837e-07
3,"[10, 0.5, 0.09]",6.858601209785837e-07
4,"[10, 0.5, 0.06]",6.858601209785837e-07
5,"[10, 0.5, 0.08]",6.858601209785837e-07
6,"[10, 0.5, 0.02]",7.115352159060718e-07
7,"[10, 0.5, 0.03]",7.115352159060718e-07
8,"[10, 0.5, 0.01]",7.171695595315098e-07
9,"[10, 0.6, 0.04]",3.236811170975082e-06
10,"[10, 0.6, 0.05]",3.236811170975082e-06
11,"[10, 0.6, 0.07]",3.236811170975082e-06
12,"[10, 0.6, 0.06]",3.236811170975082e-06
13,"[10, 0.6, 0.08]",3.236811170975082e-06
14,"[10, 0.6, 0.09]",3.236811170975082e-06
15,"[10, 0.6, 0.02]",3.357980825741675e-06
16,"[10, 0.6, 0.03]",3.357980825741675e-06
17,"[10, 0.6, 0.01]",3.7764960023436517e-06
18,"[10, 0.7, 0.01]",6.369298697656108e-06
19,"[10, 0.7, 0.03]",6.645843643343705e-06
20,"[10, 0.7, 0.02]",6.645843643343705e-06
21,"[10, 0.7, 0.04]",6.673679083160682e-06
22,"[10, 0.7, 0.05]",6.673679083160682e-06
23,"[10, 0.7, 0.06]",6.673679083160682e-06
24,"[10, 0.7, 0.07]",6.673679083160682e-06
25,"[10, 0.7, 0.09]",6.673679083160682e-06
26,"[10, 0.7, 0.08]",6.673679083160682e-06
27,"[10, 0.8, 0.02]",1.3085796179698922e-05
28,"[10, 0.8, 0.03]",1.3085796179698922e-05
29,"[10, 0.8, 0.01]",1.4456005040715341e-05
30,"[10, 0.8, 0.05]",1.5986445296362913e-05
31,"[10, 0.8, 0.04]",1.5986445296362913e-05
32,"[10, 0.8, 0.06]",1.5986445296362913e-05
33,"[10, 0.8, 0.07]",1.5986445296362913e-05
34,"[10, 0.8, 0.08]",1.5986445296362913e-05
35,"[10, 0.8, 0.09]",1.5986445296362913e-05
36,"[10, 0.9, 0.02]",3.181244571942385e-05
37,"[10, 0.9, 0.03]",3.181244571942385e-05
38,"[10, 1.0, 0.02]",3.765912492866529e-05
39,"[10, 1.0, 0.03]",3.846887682945282e-05
40,"[10, 1.0, 0.04]",3.846887682945282e-05
41,"[10, 1.0, 0.05]",3.846887682945282e-05
42,"[10, 1.0, 0.06]",3.846887682945282e-05
43,"[10, 1.0, 0.07]",3.846887682945282e-05
44,"[10, 1.0, 0.08]",3.846887682945282e-05
45,"[10, 1.0, 0.09]",3.846887682945282e-05
46,"[10, 0.9, 0.01]",3.871096769318177e-05
47,"[10, 0.9, 0.05]",3.8864117723770456e-05
48,"[10, 0.9, 0.04]",3.8864117723770456e-05
49,"[10, 0.9, 0.07]",3.8864117723770456e-05
50,"[10, 0.9, 0.09]",3.8864117723770456e-05
51,"[10, 0.9, 0.06]",3.8864117723770456e-05
52,"[10, 0.9, 0.08]",3.8864117723770456e-05
53,"[10, 1.0, 0.01]",4.5815548986191624e-05
54,"[10, 1.1, 0.02]",5.3351850893138736e-05
55,"[10, 1.1, 0.05]",5.392100425296222e-05
56,"[10, 1.1, 0.04]",5.392100425296222e-05
57,"[10, 1.1, 0.03]",5.392100425296222e-05
58,"[10, 1.1, 0.06]",5.392100425296222e-05
59,"[10, 1.1, 0.07]",5.392100425296222e-05
60,"[10, 1.1, 0.08]",5.392100425296222e-05
61,"[10, 1.1, 0.09]",5.392100425296222e-05
62,"[10, 1.1, 0.01]",7.099369262507351e-05
63,"[10, 1.4, 0.04]",7.497573311125595e-05
64,"[10, 1.4, 0.03]",7.497573311125595e-05
65,"[10, 1.4, 0.05]",7.497573311125595e-05
66,"[10, 1.4, 0.06]",7.497573311125595e-05
67,"[10, 1.4, 0.07]",7.497573311125595e-05
68,"[10, 1.4, 0.08]",7.497573311125595e-05
69,"[10, 1.4, 0.09]",7.497573311125595e-05
70,"[10, 1.4, 0.02]",8.106626551796036e-05
71,"[10, 1.5, 0.04]",8.374760024953799e-05
72,"[10, 1.5, 0.03]",8.374760024953799e-05
73,"[10, 1.5, 0.05]",8.374760024953799e-05
