,equity_curve,param
0,"[10, 1.1, 0.1]",1.898721035705928e-19
1,"[10, 1.1, 0.2]",1.898721035705928e-19
2,"[10, 1.1, 0.3]",1.898721035705928e-19
3,"[10, 1.1, 0.4]",1.898721035705928e-19
4,"[10, 1.1, 0.5]",1.898721035705928e-19
5,"[10, 1.1, 0.6]",1.898721035705928e-19
6,"[10, 1.1, 0.7]",1.898721035705928e-19
7,"[10, 1.1, 0.8]",1.898721035705928e-19
8,"[10, 1.1, 0.9]",1.898721035705928e-19
9,"[10, 1.3, 0.1]",4.66962144887912e-19
10,"[10, 1.3, 0.2]",4.66962144887912e-19
11,"[10, 1.3, 0.3]",4.66962144887912e-19
12,"[10, 1.3, 0.4]",4.66962144887912e-19
13,"[10, 1.3, 0.5]",4.66962144887912e-19
14,"[10, 1.3, 0.6]",4.66962144887912e-19
15,"[10, 1.3, 0.7]",4.66962144887912e-19
16,"[10, 1.3, 0.8]",4.66962144887912e-19
17,"[10, 1.3, 0.9]",4.66962144887912e-19
18,"[10, 1.2, 0.1]",5.636170600089658e-19
19,"[10, 1.2, 0.2]",5.636170600089658e-19
20,"[10, 1.2, 0.3]",5.636170600089658e-19
21,"[10, 1.2, 0.4]",5.636170600089658e-19
22,"[10, 1.2, 0.5]",5.636170600089658e-19
23,"[10, 1.2, 0.6]",5.636170600089658e-19
24,"[10, 1.2, 0.8]",5.636170600089658e-19
25,"[10, 1.2, 0.7]",5.636170600089658e-19
26,"[10, 1.2, 0.9]",5.636170600089658e-19
27,"[10, 1.0, 0.1]",9.37995299139216e-19
28,"[10, 1.0, 0.2]",9.37995299139216e-19
29,"[10, 1.0, 0.3]",9.37995299139216e-19
30,"[10, 1.0, 0.4]",9.37995299139216e-19
31,"[10, 1.0, 0.5]",9.37995299139216e-19
32,"[10, 1.0, 0.6]",9.37995299139216e-19
33,"[10, 1.0, 0.8]",9.37995299139216e-19
34,"[10, 1.0, 0.7]",9.37995299139216e-19
35,"[10, 1.0, 0.9]",9.37995299139216e-19
36,"[10, 1.4, 0.2]",1.8073602144509373e-18
37,"[10, 1.4, 0.1]",1.8073602144509373e-18
38,"[10, 1.4, 0.3]",1.8073602144509373e-18
39,"[10, 1.4, 0.4]",1.8073602144509373e-18
40,"[10, 1.4, 0.5]",1.8073602144509373e-18
41,"[10, 1.4, 0.6]",1.8073602144509373e-18
42,"[10, 1.4, 0.7]",1.8073602144509373e-18
43,"[10, 1.4, 0.8]",1.8073602144509373e-18
44,"[10, 1.4, 0.9]",1.8073602144509373e-18
45,"[10, 0.9, 0.1]",3.637319732980859e-18
46,"[10, 0.9, 0.2]",3.637319732980859e-18
47,"[10, 0.9, 0.3]",3.637319732980859e-18
48,"[10, 0.9, 0.6]",3.637319732980859e-18
49,"[10, 0.9, 0.4]",3.637319732980859e-18
50,"[10, 0.9, 0.5]",3.637319732980859e-18
51,"[10, 0.9, 0.7]",3.637319732980859e-18
52,"[10, 0.9, 0.8]",3.637319732980859e-18
53,"[10, 0.9, 0.9]",3.637319732980859e-18
54,"[10, 1.5, 0.1]",5.104695912990038e-18
55,"[10, 1.5, 0.2]",5.104695912990038e-18
56,"[10, 1.5, 0.3]",5.104695912990038e-18
57,"[10, 1.5, 0.4]",5.104695912990038e-18
58,"[10, 1.5, 0.5]",5.104695912990038e-18
59,"[10, 1.5, 0.7]",5.104695912990038e-18
60,"[10, 1.5, 0.6]",5.104695912990038e-18
61,"[10, 1.5, 0.8]",5.104695912990038e-18
62,"[10, 1.5, 0.9]",5.104695912990038e-18
63,"[10, 0.8, 0.3]",8.272754728937073e-18
64,"[10, 0.8, 0.1]",8.272754728937073e-18
65,"[10, 0.8, 0.2]",8.272754728937073e-18
66,"[10, 0.8, 0.4]",8.272754728937073e-18
67,"[10, 0.8, 0.5]",8.272754728937073e-18
68,"[10, 0.8, 0.6]",8.272754728937073e-18
69,"[10, 0.8, 0.7]",8.272754728937073e-18
70,"[10, 0.8, 0.8]",8.272754728937073e-18
71,"[10, 0.8, 0.9]",8.272754728937073e-18
72,"[10, 1.6, 0.2]",1.2437341981275575e-17
73,"[10, 1.6, 0.1]",1.2437341981275575e-17
74,"[10, 1.6, 0.3]",1.2437341981275575e-17
75,"[10, 1.6, 0.4]",1.2437341981275575e-17
76,"[10, 1.6, 0.5]",1.2437341981275575e-17
77,"[10, 1.6, 0.6]",1.2437341981275575e-17
78,"[10, 1.6, 0.7]",1.2437341981275575e-17
79,"[10, 1.6, 0.8]",1.2437341981275575e-17
80,"[10, 1.6, 0.9]",1.2437341981275575e-17
81,"[10, 0.7, 0.1]",9.985823428826733e-17
82,"[10, 0.7, 0.2]",9.985823428826733e-17
83,"[10, 0.7, 0.4]",9.985823428826733e-17
84,"[10, 0.7, 0.3]",9.985823428826733e-17
85,"[10, 0.7, 0.5]",9.985823428826733e-17
86,"[10, 0.7, 0.6]",9.985823428826733e-17
87,"[10, 0.7, 0.7]",9.985823428826733e-17
88,"[10, 0.7, 0.8]",9.985823428826733e-17
89,"[10, 0.7, 0.9]",9.985823428826733e-17
90,"[10, 1.7, 0.1]",1.0014738531028371e-16
91,"[10, 1.7, 0.2]",1.0014738531028371e-16
92,"[10, 1.7, 0.4]",1.0014738531028371e-16
93,"[10, 1.7, 0.3]",1.0014738531028371e-16
94,"[10, 1.7, 0.5]",1.0014738531028371e-16
95,"[10, 1.7, 0.6]",1.0014738531028371e-16
96,"[10, 1.7, 0.7]",1.0014738531028371e-16
97,"[10, 1.7, 0.8]",1.0014738531028371e-16
98,"[10, 1.7, 0.9]",1.0014738531028371e-16
99,"[10, 0.6, 0.2]",3.466557346416568e-16
100,"[10, 0.6, 0.1]",3.466557346416568e-16
101,"[10, 0.6, 0.3]",3.466557346416568e-16
102,"[10, 0.6, 0.4]",3.466557346416568e-16
103,"[10, 0.6, 0.5]",3.466557346416568e-16
104,"[10, 0.6, 0.6]",3.466557346416568e-16
105,"[10, 0.6, 0.7]",3.466557346416568e-16
106,"[10, 0.6, 0.8]",3.466557346416568e-16
107,"[10, 0.6, 0.9]",3.466557346416568e-16
108,"[10, 1.8, 0.1]",1.3676671801974106e-15
109,"[10, 1.8, 0.2]",1.3676671801974106e-15
110,"[10, 1.8, 0.3]",1.3676671801974106e-15
111,"[10, 1.8, 0.4]",1.3676671801974106e-15
112,"[10, 1.8, 0.6]",1.3676671801974106e-15
113,"[10, 1.8, 0.7]",1.3676671801974106e-15
114,"[10, 1.8, 0.8]",1.3676671801974106e-15
115,"[10, 1.8, 0.5]",1.3676671801974106e-15
116,"[10, 1.8, 0.9]",1.3676671801974106e-15
117,"[10, 1.9, 0.1]",6.087243744101864e-15
118,"[10, 1.9, 0.2]",6.087243744101864e-15
119,"[10, 1.9, 0.3]",6.087243744101864e-15
120,"[10, 1.9, 0.4]",6.087243744101864e-15
121,"[10, 1.9, 0.5]",6.087243744101864e-15
122,"[10, 1.9, 0.6]",6.087243744101864e-15
123,"[10, 1.9, 0.7]",6.087243744101864e-15
124,"[10, 1.9, 0.8]",6.087243744101864e-15
125,"[10, 1.9, 0.9]",6.087243744101864e-15
126,"[10, 0.5, 0.1]",7.16262933831501e-15
127,"[10, 0.5, 0.3]",7.16262933831501e-15
128,"[10, 0.5, 0.6]",7.16262933831501e-15
129,"[10, 0.5, 0.2]",7.16262933831501e-15
130,"[10, 0.5, 0.4]",7.16262933831501e-15
131,"[10, 0.5, 0.7]",7.16262933831501e-15
132,"[10, 0.5, 0.5]",7.16262933831501e-15
133,"[10, 0.5, 0.8]",7.16262933831501e-15
134,"[10, 0.5, 0.9]",7.16262933831501e-15
135,"[20, 0.9, 0.1]",2.1616214335772075e-14
136,"[20, 0.9, 0.2]",2.1616214335772075e-14
137,"[20, 0.9, 0.3]",2.1616214335772075e-14
138,"[20, 0.9, 0.4]",2.1616214335772075e-14
139,"[20, 0.9, 0.5]",2.1616214335772075e-14
140,"[20, 0.9, 0.6]",2.1616214335772075e-14
141,"[20, 0.9, 0.7]",2.1616214335772075e-14
142,"[20, 0.9, 0.8]",2.1616214335772075e-14
143,"[20, 0.9, 0.9]",2.1616214335772075e-14
144,"[20, 0.6, 0.2]",9.719598586508609e-14
145,"[20, 0.6, 0.1]",9.719598586508609e-14
146,"[20, 0.6, 0.3]",9.719598586508609e-14
147,"[20, 0.6, 0.4]",9.719598586508609e-14
148,"[20, 0.6, 0.5]",9.719598586508609e-14
149,"[20, 0.6, 0.9]",9.719598586508609e-14
150,"[20, 0.6, 0.6]",9.719598586508609e-14
151,"[20, 0.6, 0.7]",9.719598586508609e-14
152,"[20, 0.6, 0.8]",9.719598586508609e-14
153,"[20, 0.8, 0.1]",1.0076993093122881e-13
154,"[20, 0.8, 0.2]",1.0076993093122881e-13
155,"[20, 0.8, 0.3]",1.0076993093122881e-13
156,"[20, 0.8, 0.4]",1.0076993093122881e-13
157,"[20, 0.8, 0.5]",1.0076993093122881e-13
158,"[20, 0.8, 0.6]",1.0076993093122881e-13
159,"[20, 0.8, 0.7]",1.0076993093122881e-13
160,"[20, 0.8, 0.9]",1.0076993093122881e-13
161,"[20, 0.8, 0.8]",1.0076993093122881e-13
162,"[20, 1.0, 0.1]",1.241592401377867e-13
163,"[20, 1.0, 0.2]",1.241592401377867e-13
164,"[20, 1.0, 0.3]",1.241592401377867e-13
165,"[20, 1.0, 0.4]",1.241592401377867e-13
166,"[20, 1.0, 0.5]",1.241592401377867e-13
167,"[20, 1.0, 0.6]",1.241592401377867e-13
168,"[20, 1.0, 0.7]",1.241592401377867e-13
169,"[20, 1.0, 0.8]",1.241592401377867e-13
170,"[20, 1.0, 0.9]",1.241592401377867e-13
171,"[20, 0.7, 0.1]",1.991941151040475e-13
172,"[20, 0.7, 0.2]",1.991941151040475e-13
173,"[20, 0.7, 0.5]",1.991941151040475e-13
174,"[20, 0.7, 0.3]",1.991941151040475e-13
175,"[20, 0.7, 0.4]",1.991941151040475e-13
176,"[20, 0.7, 0.6]",1.991941151040475e-13
177,"[20, 0.7, 0.7]",1.991941151040475e-13
178,"[20, 0.7, 0.8]",1.991941151040475e-13
179,"[20, 0.7, 0.9]",1.991941151040475e-13
180,"[20, 0.5, 0.1]",2.598002993782274e-13
181,"[20, 0.5, 0.3]",2.598002993782274e-13
182,"[20, 0.5, 0.5]",2.598002993782274e-13
183,"[20, 0.5, 0.2]",2.598002993782274e-13
184,"[20, 0.5, 0.4]",2.598002993782274e-13
185,"[20, 0.5, 0.6]",2.598002993782274e-13
186,"[20, 0.5, 0.7]",2.598002993782274e-13
187,"[20, 0.5, 0.8]",2.598002993782274e-13
188,"[20, 0.5, 0.9]",2.598002993782274e-13
189,"[10, 2.0, 0.1]",3.43401551103128e-13
190,"[10, 2.0, 0.2]",3.43401551103128e-13
191,"[10, 2.0, 0.3]",3.43401551103128e-13
192,"[10, 2.0, 0.4]",3.43401551103128e-13
193,"[10, 2.0, 0.5]",3.43401551103128e-13
194,"[10, 2.0, 0.6]",3.43401551103128e-13
195,"[10, 2.0, 0.7]",3.43401551103128e-13
196,"[10, 2.0, 0.8]",3.43401551103128e-13
197,"[10, 2.0, 0.9]",3.43401551103128e-13
198,"[20, 1.1, 0.3]",4.915224414899291e-13
199,"[20, 1.1, 0.1]",4.915224414899291e-13
200,"[20, 1.1, 0.2]",4.915224414899291e-13
201,"[20, 1.1, 0.4]",4.915224414899291e-13
