,equity_curve,param
0,"[370, 4.3, 0.1]",0.0
1,"[370, 4.3, 0.2]",0.0
2,"[370, 4.3, 0.3]",0.0
3,"[370, 4.3, 0.4]",0.0
4,"[370, 4.3, 0.5]",0.0
5,"[370, 4.3, 0.6]",0.0
6,"[370, 4.3, 0.7]",0.0
7,"[370, 4.3, 0.9]",0.0
8,"[370, 4.3, 0.8]",0.0
9,"[390, 4.4, 0.1]",0.0
10,"[390, 4.4, 0.2]",0.0
11,"[390, 4.4, 0.3]",0.0
12,"[390, 4.4, 0.4]",0.0
13,"[390, 4.4, 0.8]",0.0
14,"[390, 4.4, 0.6]",0.0
15,"[390, 4.4, 0.5]",0.0
16,"[390, 4.4, 0.7]",0.0
17,"[390, 4.4, 0.9]",0.0
18,"[410, 4.5, 0.3]",0.0
19,"[410, 4.5, 0.2]",0.0
20,"[410, 4.5, 0.1]",0.0
21,"[410, 4.5, 0.5]",0.0
22,"[410, 4.5, 0.6]",0.0
23,"[410, 4.5, 0.4]",0.0
24,"[410, 4.5, 0.8]",0.0
25,"[410, 4.5, 0.7]",0.0
26,"[410, 4.5, 0.9]",0.0
27,"[430, 4.6, 0.1]",0.0
28,"[430, 4.6, 0.2]",0.0
29,"[430, 4.6, 0.3]",0.0
30,"[430, 4.6, 0.6]",0.0
31,"[430, 4.6, 0.4]",0.0
32,"[430, 4.6, 0.5]",0.0
33,"[430, 4.6, 0.7]",0.0
34,"[430, 4.6, 0.8]",0.0
35,"[430, 4.6, 0.9]",0.0
36,"[450, 4.7, 0.1]",0.0
37,"[450, 4.7, 0.3]",0.0
38,"[450, 4.7, 0.2]",0.0
39,"[450, 4.7, 0.5]",0.0
40,"[450, 4.7, 0.6]",0.0
41,"[450, 4.7, 0.4]",0.0
42,"[450, 4.7, 0.8]",0.0
43,"[450, 4.7, 0.7]",0.0
44,"[450, 4.7, 0.9]",0.0
45,"[470, 4.8, 0.2]",0.0
46,"[470, 4.8, 0.1]",0.0
47,"[470, 4.8, 0.3]",0.0
48,"[470, 4.8, 0.4]",0.0
49,"[470, 4.8, 0.6]",0.0
50,"[470, 4.8, 0.5]",0.0
51,"[470, 4.8, 0.7]",0.0
52,"[470, 4.8, 0.8]",0.0
53,"[470, 4.8, 0.9]",0.0
54,"[490, 4.9, 0.2]",0.0
55,"[490, 4.9, 0.1]",0.0
56,"[490, 4.9, 0.5]",0.0
57,"[490, 4.9, 0.4]",0.0
58,"[490, 4.9, 0.3]",0.0
59,"[490, 4.9, 0.6]",0.0
60,"[490, 4.9, 0.8]",0.0
61,"[490, 4.9, 0.7]",0.0
62,"[490, 4.9, 0.9]",0.0
63,"[870, 4.9, 0.1]",0.0
64,"[870, 4.9, 0.2]",0.0
65,"[870, 4.9, 0.4]",0.0
66,"[870, 4.9, 0.3]",0.0
67,"[870, 4.9, 0.6]",0.0
68,"[870, 4.9, 0.5]",0.0
69,"[870, 4.9, 0.7]",0.0
70,"[870, 4.9, 0.8]",0.0
71,"[870, 4.9, 0.9]",0.0
72,"[880, 4.9, 0.6]",0.0
73,"[880, 4.9, 0.1]",0.0
74,"[880, 4.9, 0.3]",0.0
75,"[880, 4.9, 0.2]",0.0
76,"[880, 4.9, 0.4]",0.0
77,"[880, 4.9, 0.7]",0.0
78,"[880, 4.9, 0.5]",0.0
79,"[880, 4.9, 0.8]",0.0
80,"[880, 4.9, 0.9]",0.0
