,equity_curve,param
0,"[10, 1.1, 0.1]",1.0466343242008237e-59
1,"[10, 1.1, 0.2]",1.0466343242008237e-59
2,"[10, 1.1, 0.3]",1.0466343242008237e-59
3,"[10, 1.1, 0.6]",1.0466343242008237e-59
4,"[10, 1.1, 0.5]",1.0466343242008237e-59
5,"[10, 1.1, 0.4]",1.0466343242008237e-59
6,"[10, 1.1, 0.7]",1.0466343242008237e-59
7,"[10, 1.1, 0.8]",1.0466343242008237e-59
8,"[10, 1.1, 0.9]",1.0466343242008237e-59
9,"[10, 1.2, 0.2]",1.6297757137929827e-59
10,"[10, 1.2, 0.1]",1.6297757137929827e-59
11,"[10, 1.2, 0.3]",1.6297757137929827e-59
12,"[10, 1.2, 0.4]",1.6297757137929827e-59
13,"[10, 1.2, 0.5]",1.6297757137929827e-59
14,"[10, 1.2, 0.7]",1.6297757137929827e-59
15,"[10, 1.2, 0.6]",1.6297757137929827e-59
16,"[10, 1.2, 0.8]",1.6297757137929827e-59
17,"[10, 1.2, 0.9]",1.6297757137929827e-59
18,"[10, 1.0, 0.1]",3.8972159098957657e-59
19,"[10, 1.0, 0.2]",3.8972159098957657e-59
20,"[10, 1.0, 0.3]",3.8972159098957657e-59
21,"[10, 1.0, 0.4]",3.8972159098957657e-59
22,"[10, 1.0, 0.5]",3.8972159098957657e-59
23,"[10, 1.0, 0.6]",3.8972159098957657e-59
24,"[10, 1.0, 0.7]",3.8972159098957657e-59
25,"[10, 1.0, 0.8]",3.8972159098957657e-59
26,"[10, 1.0, 0.9]",3.8972159098957657e-59
27,"[10, 0.9, 0.1]",1.4441121221596224e-58
28,"[10, 0.9, 0.2]",1.4441121221596224e-58
29,"[10, 0.9, 0.4]",1.4441121221596224e-58
30,"[10, 0.9, 0.3]",1.4441121221596224e-58
31,"[10, 0.9, 0.6]",1.4441121221596224e-58
32,"[10, 0.9, 0.5]",1.4441121221596224e-58
33,"[10, 0.9, 0.7]",1.4441121221596224e-58
34,"[10, 0.9, 0.8]",1.4441121221596224e-58
35,"[10, 0.9, 0.9]",1.4441121221596224e-58
36,"[10, 1.3, 0.1]",4.6143697935518894e-58
37,"[10, 1.3, 0.3]",4.6143697935518894e-58
38,"[10, 1.3, 0.2]",4.6143697935518894e-58
39,"[10, 1.3, 0.6]",4.6143697935518894e-58
40,"[10, 1.3, 0.4]",4.6143697935518894e-58
41,"[10, 1.3, 0.7]",4.6143697935518894e-58
42,"[10, 1.3, 0.5]",4.6143697935518894e-58
43,"[10, 1.3, 0.8]",4.6143697935518894e-58
44,"[10, 1.3, 0.9]",4.6143697935518894e-58
45,"[10, 0.8, 0.1]",1.4940853967994055e-56
46,"[10, 0.8, 0.2]",1.4940853967994055e-56
47,"[10, 0.8, 0.3]",1.4940853967994055e-56
48,"[10, 0.8, 0.4]",1.4940853967994055e-56
49,"[10, 0.8, 0.5]",1.4940853967994055e-56
50,"[10, 0.8, 0.6]",1.4940853967994055e-56
51,"[10, 0.8, 0.8]",1.4940853967994055e-56
52,"[10, 0.8, 0.9]",1.4940853967994055e-56
53,"[10, 0.8, 0.7]",1.4940853967994055e-56
54,"[10, 1.4, 0.1]",1.5965396470739153e-56
55,"[10, 1.4, 0.2]",1.5965396470739153e-56
56,"[10, 1.4, 0.3]",1.5965396470739153e-56
