,equity_curve,param
0,"[10, 1.2, 0.3]",1.313119372653775e-12
1,"[10, 1.2, 0.4]",1.313119372653775e-12
2,"[10, 1.2, 0.6]",1.313119372653775e-12
3,"[10, 1.2, 0.1]",1.313119372653775e-12
4,"[10, 1.2, 0.2]",1.313119372653775e-12
5,"[10, 1.2, 0.5]",1.313119372653775e-12
6,"[10, 1.2, 0.7]",1.313119372653775e-12
7,"[10, 1.2, 0.8]",1.313119372653775e-12
8,"[10, 1.2, 0.9]",1.313119372653775e-12
9,"[10, 1.4, 0.1]",2.1965010755197958e-12
10,"[10, 1.4, 0.2]",2.1965010755197958e-12
11,"[10, 1.4, 0.3]",2.1965010755197958e-12
12,"[10, 1.4, 0.4]",2.1965010755197958e-12
13,"[10, 1.4, 0.5]",2.1965010755197958e-12
14,"[10, 1.4, 0.6]",2.1965010755197958e-12
15,"[10, 1.4, 0.7]",2.1965010755197958e-12
16,"[10, 1.4, 0.8]",2.1965010755197958e-12
17,"[10, 1.4, 0.9]",2.1965010755197958e-12
18,"[10, 1.0, 0.1]",2.8311273424951038e-12
19,"[10, 1.0, 0.2]",2.8311273424951038e-12
20,"[10, 1.0, 0.3]",2.8311273424951038e-12
21,"[10, 1.0, 0.4]",2.8311273424951038e-12
22,"[10, 1.0, 0.5]",2.8311273424951038e-12
23,"[10, 1.0, 0.6]",2.8311273424951038e-12
24,"[10, 1.0, 0.7]",2.8311273424951038e-12
25,"[10, 1.0, 0.8]",2.8311273424951038e-12
26,"[10, 1.0, 0.9]",2.8311273424951038e-12
27,"[10, 1.1, 0.1]",3.0046567203339864e-12
28,"[10, 1.1, 0.2]",3.0046567203339864e-12
29,"[10, 1.1, 0.3]",3.0046567203339864e-12
30,"[10, 1.1, 0.5]",3.0046567203339864e-12
31,"[10, 1.1, 0.4]",3.0046567203339864e-12
32,"[10, 1.1, 0.6]",3.0046567203339864e-12
33,"[10, 1.1, 0.7]",3.0046567203339864e-12
34,"[10, 1.1, 0.8]",3.0046567203339864e-12
35,"[10, 1.1, 0.9]",3.0046567203339864e-12
36,"[10, 1.3, 0.1]",3.115608347649765e-12
37,"[10, 1.3, 0.2]",3.115608347649765e-12
38,"[10, 1.3, 0.3]",3.115608347649765e-12
39,"[10, 1.3, 0.4]",3.115608347649765e-12
40,"[10, 1.3, 0.6]",3.115608347649765e-12
41,"[10, 1.3, 0.5]",3.115608347649765e-12
42,"[10, 1.3, 0.7]",3.115608347649765e-12
43,"[10, 1.3, 0.9]",3.115608347649765e-12
44,"[10, 1.3, 0.8]",3.115608347649765e-12
45,"[10, 1.5, 0.1]",4.222988325084354e-12
46,"[10, 1.5, 0.4]",4.222988325084354e-12
47,"[10, 1.5, 0.3]",4.222988325084354e-12
48,"[10, 1.5, 0.5]",4.222988325084354e-12
49,"[10, 1.5, 0.2]",4.222988325084354e-12
50,"[10, 1.5, 0.6]",4.222988325084354e-12
51,"[10, 1.5, 0.7]",4.222988325084354e-12
52,"[10, 1.5, 0.8]",4.222988325084354e-12
53,"[10, 1.5, 0.9]",4.222988325084354e-12
54,"[10, 0.9, 0.1]",9.715893416282001e-12
55,"[10, 0.9, 0.2]",9.715893416282001e-12
56,"[10, 0.9, 0.6]",9.715893416282001e-12
57,"[10, 0.9, 0.3]",9.715893416282001e-12
58,"[10, 0.9, 0.5]",9.715893416282001e-12
59,"[10, 0.9, 0.7]",9.715893416282001e-12
60,"[10, 0.9, 0.4]",9.715893416282001e-12
61,"[10, 0.9, 0.8]",9.715893416282001e-12
62,"[10, 0.9, 0.9]",9.715893416282001e-12
63,"[10, 0.8, 0.3]",1.3029132791988618e-11
64,"[10, 0.8, 0.1]",1.3029132791988618e-11
65,"[10, 0.8, 0.4]",1.3029132791988618e-11
66,"[10, 0.8, 0.2]",1.3029132791988618e-11
67,"[10, 0.8, 0.6]",1.3029132791988618e-11
68,"[10, 0.8, 0.8]",1.3029132791988618e-11
69,"[10, 0.8, 0.5]",1.3029132791988618e-11
70,"[10, 0.8, 0.9]",1.3029132791988618e-11
71,"[10, 0.8, 0.7]",1.3029132791988618e-11
72,"[10, 1.6, 0.1]",2.0943150607191567e-11
73,"[10, 0.7, 0.1]",9.659439368169268e-11
74,"[10, 0.7, 0.2]",9.659439368169268e-11
75,"[10, 0.7, 0.3]",9.659439368169268e-11
76,"[10, 0.7, 0.4]",9.659439368169268e-11
77,"[10, 0.7, 0.5]",9.659439368169268e-11
78,"[10, 0.7, 0.6]",9.659439368169268e-11
79,"[10, 0.7, 0.7]",9.659439368169268e-11
80,"[10, 0.7, 0.8]",9.659439368169268e-11
81,"[10, 0.7, 0.9]",9.659439368169268e-11
82,"[10, 0.6, 0.3]",2.0553108697311523e-10
83,"[10, 0.6, 0.1]",2.0553108697311523e-10
84,"[10, 0.6, 0.2]",2.0553108697311523e-10
85,"[10, 0.6, 0.4]",2.0553108697311523e-10
86,"[10, 0.6, 0.7]",2.0553108697311523e-10
87,"[10, 0.6, 0.5]",2.0553108697311523e-10
88,"[10, 0.6, 0.6]",2.0553108697311523e-10
89,"[10, 0.6, 0.8]",2.0553108697311523e-10
90,"[10, 0.6, 0.9]",2.0553108697311523e-10
91,"[10, 0.5, 0.3]",3.078429287526483e-10
92,"[10, 0.5, 0.4]",3.078429287526483e-10
93,"[10, 0.5, 0.9]",3.078429287526483e-10
94,"[10, 0.5, 0.1]",3.078429287526483e-10
95,"[10, 0.5, 0.8]",3.078429287526483e-10
96,"[10, 0.5, 0.7]",3.078429287526483e-10
97,"[10, 0.5, 0.2]",3.078429287526483e-10
98,"[10, 0.5, 0.5]",3.078429287526483e-10
99,"[10, 0.5, 0.6]",3.078429287526483e-10
