,equity_curve,param
0,"[10, 1.0, 0.1]",1.37431614587293e-60
1,"[10, 1.0, 0.3]",1.37431614587293e-60
2,"[10, 1.0, 0.2]",1.37431614587293e-60
3,"[10, 1.0, 0.4]",1.37431614587293e-60
4,"[10, 1.0, 0.5]",1.37431614587293e-60
5,"[10, 1.0, 0.6]",1.37431614587293e-60
6,"[10, 1.0, 0.7]",1.37431614587293e-60
7,"[10, 1.0, 0.8]",1.37431614587293e-60
8,"[10, 1.0, 0.9]",1.37431614587293e-60
9,"[10, 0.9, 0.1]",1.008102181442758e-59
10,"[10, 0.9, 0.2]",1.008102181442758e-59
11,"[10, 0.9, 0.3]",1.008102181442758e-59
12,"[10, 0.9, 0.4]",1.008102181442758e-59
13,"[10, 0.9, 0.6]",1.008102181442758e-59
14,"[10, 0.9, 0.5]",1.008102181442758e-59
15,"[10, 0.9, 0.7]",1.008102181442758e-59
16,"[10, 0.9, 0.9]",1.008102181442758e-59
17,"[10, 0.9, 0.8]",1.008102181442758e-59
18,"[10, 1.1, 0.1]",1.1603957020751407e-59
19,"[10, 1.1, 0.3]",1.1603957020751407e-59
20,"[10, 1.1, 0.2]",1.1603957020751407e-59
21,"[10, 1.1, 0.5]",1.1603957020751407e-59
22,"[10, 1.1, 0.4]",1.1603957020751407e-59
23,"[10, 1.1, 0.6]",1.1603957020751407e-59
24,"[10, 1.1, 0.7]",1.1603957020751407e-59
25,"[10, 1.1, 0.8]",1.1603957020751407e-59
26,"[10, 1.1, 0.9]",1.1603957020751407e-59
27,"[10, 1.2, 0.1]",7.9115520641019695e-59
28,"[10, 1.2, 0.2]",7.9115520641019695e-59
29,"[10, 1.2, 0.3]",7.9115520641019695e-59
30,"[10, 1.2, 0.5]",7.9115520641019695e-59
31,"[10, 1.2, 0.4]",7.9115520641019695e-59
32,"[10, 1.2, 0.6]",7.9115520641019695e-59
33,"[10, 1.2, 0.7]",7.9115520641019695e-59
34,"[10, 1.2, 0.8]",7.9115520641019695e-59
35,"[10, 1.2, 0.9]",7.9115520641019695e-59
36,"[10, 1.3, 0.1]",6.967766695769309e-58
37,"[10, 1.3, 0.2]",6.967766695769309e-58
38,"[10, 1.3, 0.3]",6.967766695769309e-58
39,"[10, 1.3, 0.4]",6.967766695769309e-58
40,"[10, 1.3, 0.5]",6.967766695769309e-58
41,"[10, 1.3, 0.6]",6.967766695769309e-58
42,"[10, 1.3, 0.7]",6.967766695769309e-58
43,"[10, 1.3, 0.8]",6.967766695769309e-58
44,"[10, 1.3, 0.9]",6.967766695769309e-58
45,"[10, 0.8, 0.1]",1.3537028964172243e-57
46,"[10, 0.8, 0.2]",1.3537028964172243e-57
47,"[10, 0.8, 0.7]",1.3537028964172243e-57
48,"[10, 0.8, 0.5]",1.3537028964172243e-57
49,"[10, 0.8, 0.4]",1.3537028964172243e-57
50,"[10, 0.8, 0.3]",1.3537028964172243e-57
51,"[10, 0.8, 0.6]",1.3537028964172243e-57
52,"[10, 0.8, 0.8]",1.3537028964172243e-57
53,"[10, 0.8, 0.9]",1.3537028964172243e-57
54,"[10, 1.4, 0.1]",6.471458021260315e-56
55,"[10, 1.4, 0.2]",6.471458021260315e-56
56,"[10, 1.4, 0.4]",6.471458021260315e-56
57,"[10, 1.4, 0.3]",6.471458021260315e-56
58,"[10, 1.4, 0.5]",6.471458021260315e-56
59,"[10, 1.4, 0.6]",6.471458021260315e-56
60,"[10, 1.4, 0.7]",6.471458021260315e-56
61,"[10, 1.4, 0.8]",6.471458021260315e-56
62,"[10, 1.4, 0.9]",6.471458021260315e-56
63,"[10, 0.7, 0.6]",2.111914570328878e-55
64,"[10, 0.7, 0.1]",2.111914570328878e-55
65,"[10, 0.7, 0.5]",2.111914570328878e-55
66,"[10, 0.7, 0.3]",2.111914570328878e-55
67,"[10, 0.7, 0.4]",2.111914570328878e-55
68,"[10, 0.7, 0.2]",2.111914570328878e-55
69,"[10, 0.7, 0.7]",2.111914570328878e-55
70,"[10, 0.7, 0.9]",2.111914570328878e-55
71,"[10, 0.7, 0.8]",2.111914570328878e-55
72,"[10, 1.5, 0.1]",1.798803418053537e-52
73,"[10, 1.5, 0.2]",1.798803418053537e-52
74,"[10, 1.5, 0.3]",1.798803418053537e-52
75,"[10, 1.5, 0.5]",1.798803418053537e-52
76,"[10, 1.5, 0.4]",1.798803418053537e-52
77,"[10, 1.5, 0.6]",1.798803418053537e-52
78,"[10, 1.5, 0.7]",1.798803418053537e-52
79,"[10, 1.5, 0.8]",1.798803418053537e-52
80,"[10, 1.5, 0.9]",1.798803418053537e-52
81,"[10, 0.6, 0.2]",6.604910723592004e-52
82,"[10, 0.6, 0.1]",6.604910723592004e-52
83,"[10, 0.6, 0.3]",6.604910723592004e-52
84,"[10, 0.6, 0.4]",6.604910723592004e-52
85,"[10, 0.6, 0.6]",6.604910723592004e-52
86,"[10, 0.6, 0.7]",6.604910723592004e-52
87,"[10, 0.6, 0.5]",6.604910723592004e-52
88,"[10, 0.6, 0.9]",6.604910723592004e-52
89,"[10, 0.6, 0.8]",6.604910723592004e-52
90,"[10, 1.6, 0.1]",1.6545099482498141e-49
91,"[10, 1.6, 0.2]",1.6545099482498141e-49
92,"[10, 1.6, 0.3]",1.6545099482498141e-49
93,"[10, 1.6, 0.4]",1.6545099482498141e-49
94,"[10, 1.6, 0.5]",1.6545099482498141e-49
95,"[10, 1.6, 0.6]",1.6545099482498141e-49
96,"[10, 1.6, 0.8]",1.6545099482498141e-49
97,"[10, 1.6, 0.7]",1.6545099482498141e-49
98,"[10, 1.6, 0.9]",1.6545099482498141e-49
99,"[10, 0.5, 0.3]",3.916382021712681e-47
100,"[10, 0.5, 0.1]",3.916382021712681e-47
101,"[10, 0.5, 0.4]",3.916382021712681e-47
102,"[10, 0.5, 0.8]",3.916382021712681e-47
103,"[10, 0.5, 0.6]",3.916382021712681e-47
104,"[10, 0.5, 0.9]",3.916382021712681e-47
105,"[10, 0.5, 0.5]",3.916382021712681e-47
106,"[10, 0.5, 0.7]",3.916382021712681e-47
107,"[10, 0.5, 0.2]",3.916382021712681e-47
108,"[10, 1.7, 0.1]",4.106390094994389e-46
109,"[10, 1.7, 0.2]",4.106390094994389e-46
110,"[10, 1.7, 0.3]",4.106390094994389e-46
111,"[10, 1.7, 0.4]",4.106390094994389e-46
112,"[10, 1.7, 0.5]",4.106390094994389e-46
113,"[10, 1.7, 0.6]",4.106390094994389e-46
114,"[10, 1.7, 0.7]",4.106390094994389e-46
115,"[10, 1.7, 0.8]",4.106390094994389e-46
116,"[10, 1.7, 0.9]",4.106390094994389e-46
117,"[20, 0.9, 0.1]",1.838303463012806e-43
118,"[20, 0.9, 0.2]",1.838303463012806e-43
119,"[20, 0.9, 0.4]",1.838303463012806e-43
120,"[20, 0.9, 0.3]",1.838303463012806e-43
121,"[20, 0.9, 0.5]",1.838303463012806e-43
122,"[20, 0.9, 0.6]",1.838303463012806e-43
123,"[20, 0.9, 0.7]",1.838303463012806e-43
124,"[20, 0.9, 0.8]",1.838303463012806e-43
