,equity_curve,param
0,"[10, 1.0, 0.1]",7.46486046227077e-58
1,"[10, 1.0, 0.2]",7.46486046227077e-58
2,"[10, 1.0, 0.3]",7.46486046227077e-58
3,"[10, 1.0, 0.4]",7.46486046227077e-58
4,"[10, 1.0, 0.5]",7.46486046227077e-58
5,"[10, 1.0, 0.6]",7.46486046227077e-58
6,"[10, 1.0, 0.7]",7.46486046227077e-58
7,"[10, 1.0, 0.8]",7.46486046227077e-58
8,"[10, 1.0, 0.9]",7.46486046227077e-58
9,"[10, 1.1, 0.1]",1.2238356236100083e-57
10,"[10, 1.1, 0.3]",1.2238356236100083e-57
11,"[10, 1.1, 0.4]",1.2238356236100083e-57
12,"[10, 1.1, 0.2]",1.2238356236100083e-57
13,"[10, 1.1, 0.5]",1.2238356236100083e-57
14,"[10, 1.1, 0.6]",1.2238356236100083e-57
15,"[10, 1.1, 0.7]",1.2238356236100083e-57
16,"[10, 1.1, 0.8]",1.2238356236100083e-57
17,"[10, 1.1, 0.9]",1.2238356236100083e-57
18,"[10, 1.2, 0.1]",5.407550780217189e-57
19,"[10, 1.2, 0.3]",5.407550780217189e-57
20,"[10, 1.2, 0.2]",5.407550780217189e-57
21,"[10, 1.2, 0.4]",5.407550780217189e-57
22,"[10, 1.2, 0.5]",5.407550780217189e-57
23,"[10, 1.2, 0.6]",5.407550780217189e-57
24,"[10, 1.2, 0.7]",5.407550780217189e-57
25,"[10, 1.2, 0.8]",5.407550780217189e-57
26,"[10, 1.2, 0.9]",5.407550780217189e-57
27,"[10, 0.9, 0.1]",7.788459641562822e-57
28,"[10, 0.9, 0.3]",7.788459641562822e-57
29,"[10, 0.9, 0.2]",7.788459641562822e-57
30,"[10, 0.9, 0.5]",7.788459641562822e-57
31,"[10, 0.9, 0.4]",7.788459641562822e-57
32,"[10, 0.9, 0.6]",7.788459641562822e-57
33,"[10, 0.9, 0.8]",7.788459641562822e-57
34,"[10, 0.9, 0.9]",7.788459641562822e-57
35,"[10, 0.9, 0.7]",7.788459641562822e-57
36,"[10, 1.3, 0.1]",1.035062677371e-56
37,"[10, 1.3, 0.2]",1.035062677371e-56
38,"[10, 1.3, 0.3]",1.035062677371e-56
39,"[10, 1.3, 0.5]",1.035062677371e-56
40,"[10, 1.3, 0.4]",1.035062677371e-56
41,"[10, 1.3, 0.6]",1.035062677371e-56
42,"[10, 1.3, 0.7]",1.035062677371e-56
43,"[10, 1.3, 0.8]",1.035062677371e-56
44,"[10, 1.3, 0.9]",1.035062677371e-56
45,"[10, 0.8, 0.1]",1.0570244049531478e-55
46,"[10, 0.8, 0.2]",1.0570244049531478e-55
47,"[10, 0.8, 0.3]",1.0570244049531478e-55
48,"[10, 0.8, 0.5]",1.0570244049531478e-55
49,"[10, 0.8, 0.4]",1.0570244049531478e-55
50,"[10, 0.8, 0.6]",1.0570244049531478e-55
51,"[10, 0.8, 0.8]",1.0570244049531478e-55
52,"[10, 0.8, 0.7]",1.0570244049531478e-55
53,"[10, 0.8, 0.9]",1.0570244049531478e-55
54,"[10, 1.4, 0.1]",1.739138554751473e-55
55,"[10, 1.4, 0.2]",1.739138554751473e-55
56,"[10, 1.4, 0.3]",1.739138554751473e-55
57,"[10, 1.4, 0.4]",1.739138554751473e-55
58,"[10, 1.4, 0.5]",1.739138554751473e-55
59,"[10, 1.4, 0.6]",1.739138554751473e-55
60,"[10, 1.4, 0.8]",1.739138554751473e-55
61,"[10, 1.4, 0.7]",1.739138554751473e-55
62,"[10, 1.4, 0.9]",1.739138554751473e-55
63,"[10, 1.5, 0.1]",5.168827884906797e-53
64,"[10, 1.5, 0.3]",5.168827884906797e-53
