,para,equity_curve
4314,"[960, 4.4]",0.4602052293652807
3594,"[800, 4.4]",0.45979340606623104
4270,"[950, 4.5]",0.4552305443438155
4001,"[890, 4.6]",0.4545517525948929
4408,"[980, 4.8]",0.4526388136049872
4177,"[930, 4.2]",0.4525109553449758
4224,"[940, 4.4]",0.44931919020708966
4269,"[950, 4.4]",0.44829302693108214
3234,"[720, 4.4]",0.44807570241284356
3142,"[700, 4.2]",0.44790990433751304
3459,"[770, 4.4]",0.44750267248663894
4133,"[920, 4.3]",0.44636721143832514
3187,"[710, 4.2]",0.4453528568859395
4087,"[910, 4.2]",0.44312226246102493
4221,"[940, 4.1]",0.44272306062375577
3280,"[730, 4.5]",0.4408779659803501
4043,"[900, 4.3]",0.4403636413257777
3817,"[850, 4.2]",0.4382842368943677
4179,"[930, 4.4]",0.43804960916489954
3771,"[840, 4.1]",0.43739567870322776
134,"[30, 4.9]",0.4357356325960701
4312,"[960, 4.2]",0.4337664091005496
4178,"[930, 4.3]",0.4311358715225468
3816,"[850, 4.1]",0.43071327420143124
3054,"[680, 4.4]",0.4304387612781299
3595,"[800, 4.5]",0.4303903009601393
4448,"[990, 4.3]",0.42930843803706353
4449,"[990, 4.4]",0.42707110933422965
4404,"[980, 4.4]",0.42620681497797885
3861,"[860, 4.1]",0.4242106116205514
82,"[20, 4.2]",0.42347964647550285
4409,"[980, 4.9]",0.4211706517273878
4359,"[970, 4.4]",0.4204179173875053
4228,"[940, 4.8]",0.4178947331990397
4453,"[990, 4.8]",0.4172689182845081
3774,"[840, 4.4]",0.4154656013571841
4451,"[990, 4.6]",0.4124874625381373
3729,"[830, 4.4]",0.41127912629854424
3188,"[710, 4.3]",0.40563397838656257
3908,"[870, 4.3]",0.4052570840329889
3820,"[850, 4.5]",0.4047991148768319
3235,"[720, 4.5]",0.4042166327081193
4403,"[980, 4.3]",0.40217910054145456
3593,"[800, 4.3]",0.4012396289252572
4318,"[960, 4.8]",0.3977221290400313
4313,"[960, 4.3]",0.3969270049812188
3281,"[730, 4.6]",0.39489182192697164
3997,"[890, 4.2]",0.3947228544713149
4273,"[950, 4.8]",0.3930097612168609
3727,"[830, 4.2]",0.39198804036292845
3819,"[850, 4.4]",0.3879415166083682
4358,"[970, 4.3]",0.3847446202411577
4089,"[910, 4.4]",0.38464217080052
3322,"[740, 4.2]",0.3846270896392731
4134,"[920, 4.4]",0.3772672146916095
3371,"[750, 4.6]",0.3766518867334498
4088,"[910, 4.3]",0.3763331949749663
3549,"[790, 4.4]",0.37541286005699903
4042,"[900, 4.2]",0.37339642604059675
3504,"[780, 4.4]",0.37316394674066483
4363,"[970, 4.8]",0.3730577864382611
3370,"[750, 4.5]",0.37198086443725514
3953,"[880, 4.3]",0.3695363500716146
3277,"[730, 4.2]",0.3665852065436937
3909,"[870, 4.4]",0.3642336606420686
4266,"[950, 4.1]",0.36205257457473344
4364,"[970, 4.9]",0.3542258141770527
3862,"[860, 4.2]",0.3533309842157594
4361,"[970, 4.6]",0.34945884871196503
4402,"[980, 4.2]",0.34915227153173983
4406,"[980, 4.6]",0.3488835539024639
3191,"[710, 4.6]",0.34831555213852067
3460,"[770, 4.5]",0.34676693793799324
3326,"[740, 4.6]",0.3440724554635638
3325,"[740, 4.5]",0.3438644154897754
3011,"[670, 4.6]",0.3424879134227145
3726,"[830, 4.1]",0.3418371723277099
3056,"[680, 4.6]",0.3414559316616585
4268,"[950, 4.3]",0.34077137073172425
3233,"[720, 4.3]",0.3391513190341082
3550,"[790, 4.5]",0.3384353653025726
4357,"[970, 4.2]",0.33716669061061144
3956,"[880, 4.6]",0.32948892720256295
4046,"[900, 4.6]",0.3291627349125994
3730,"[830, 4.5]",0.32878431171984573
3232,"[720, 4.2]",0.3281311192938984
3415,"[760, 4.5]",0.32708516926402165
3912,"[870, 4.7]",0.32701868692955305
3190,"[710, 4.5]",0.3268914400061249
3236,"[720, 4.6]",0.32570697515446984
3501,"[780, 4.1]",0.32502002941568736
3416,"[760, 4.6]",0.32033824616403317
3456,"[770, 4.1]",0.3148059891683415
3321,"[740, 4.1]",0.3136603311575213
3770,"[840, 4.0]",0.31036319692339776
3864,"[860, 4.4]",0.30956758928296535
3911,"[870, 4.6]",0.30879268185011755
4397,"[980, 3.7]",0.3085444249924873
3907,"[870, 4.2]",0.30788451887067436
3596,"[800, 4.6]",0.30655313759799235
4399,"[980, 3.9]",0.30630524157307004
3776,"[840, 4.6]",0.30602638010869376
4223,"[940, 4.3]",0.3042844520828283
2875,"[640, 4.5]",0.30403312928210596
3551,"[790, 4.6]",0.3033756281808175
3276,"[730, 4.1]",0.30126188001055915
4452,"[990, 4.7]",0.29883054313091506
4137,"[920, 4.7]",0.2981076436059866
3821,"[850, 4.6]",0.29714777070652393
3053,"[680, 4.3]",0.296167129806052
3366,"[750, 4.1]",0.2961525272643791
4267,"[950, 4.2]",0.29468417568472866
3822,"[850, 4.7]",0.2942630846413942
3685,"[820, 4.5]",0.29419216770394746
3010,"[670, 4.5]",0.29238984199889484
3775,"[840, 4.5]",0.2902047445380844
3867,"[860, 4.7]",0.28888117730253804
3237,"[720, 4.7]",0.28671941593279043
3996,"[890, 4.1]",0.28476065739062045
3866,"[860, 4.6]",0.2834900104411676
3327,"[740, 4.7]",0.28252712367917454
4272,"[950, 4.7]",0.28245039952158746
3952,"[880, 4.2]",0.2819757511395363
3777,"[840, 4.7]",0.2810951593374934
4222,"[940, 4.2]",0.2797056896502076
3636,"[810, 4.1]",0.27698340805685034
3957,"[880, 4.7]",0.2758696660177712
3461,"[770, 4.6]",0.2754741686444554
81,"[20, 4.1]",0.27522070382956015
3684,"[820, 4.4]",0.27432304566255483
4317,"[960, 4.7]",0.2735986296240369
3734,"[830, 4.9]",0.2700117099892702
4002,"[890, 4.7]",0.26870149431322
3192,"[710, 4.7]",0.2683286361146113
4362,"[970, 4.7]",0.2667906093588169
4220,"[940, 4.0]",0.26595246322100563
3640,"[810, 4.5]",0.26389076614978074
3145,"[700, 4.5]",0.26364328851789615
3681,"[820, 4.1]",0.2630937455424406
3951,"[880, 4.1]",0.2626734031096579
4047,"[900, 4.7]",0.2616502241187895
3725,"[830, 4.0]",0.26119346931863446
3680,"[820, 4.0]",0.25985150640321764
4182,"[930, 4.7]",0.2542017020335454
3507,"[780, 4.7]",0.2538251639092326
4265,"[950, 4.0]",0.25317039570232464
4129,"[920, 3.9]",0.2520880555254483
4407,"[980, 4.7]",0.2520181784030558
3779,"[840, 4.9]",0.2502469277885433
3055,"[680, 4.5]",0.24904186990611485
3689,"[820, 4.9]",0.24825548338110615
4175,"[930, 4.0]",0.24494074752979078
4092,"[910, 4.7]",0.24448038744394854
4354,"[970, 3.9]",0.2430351828966235
3100,"[690, 4.5]",0.24113991597313164
3505,"[780, 4.5]",0.2407952534918951
4138,"[920, 4.8]",0.2390521354114617
3824,"[850, 4.9]",0.23597566397566686
3282,"[730, 4.7]",0.2354372843157933
4183,"[930, 4.8]",0.23538839079650956
4040,"[900, 4.0]",0.23462044134016297
3372,"[750, 4.7]",0.23370460463980117
3599,"[800, 4.9]",0.23339708236470758
3328,"[740, 4.8]",0.23209483664778072
3283,"[730, 4.8]",0.23202989844119026
1304,"[290, 4.9]",0.23163559087212576
2920,"[650, 4.5]",0.23129196685335524
3598,"[800, 4.8]",0.22973741760380723
3823,"[850, 4.8]",0.22738913478449516
3231,"[720, 4.1]",0.22668162350021584
2966,"[660, 4.6]",0.22485564919207737
3186,"[710, 4.1]",0.22460666335082027
3733,"[830, 4.8]",0.22226356139789727
4227,"[940, 4.7]",0.2205418224777931
3463,"[770, 4.8]",0.22038477929760816
4442,"[990, 3.7]",0.21938490919558812
3417,"[760, 4.7]",0.21924236789974216
3688,"[820, 4.8]",0.21912772880568587
3009,"[670, 4.4]",0.21842012873559272
1662,"[370, 4.7]",0.21841536595643662
3591,"[800, 4.1]",0.2182302579290998
3868,"[860, 4.8]",0.21749797312505906
3553,"[790, 4.8]",0.21717253186349317
3238,"[720, 4.8]",0.2158491535548475
3644,"[810, 4.9]",0.21354634924406984
3731,"[830, 4.6]",0.21127870498987408
3641,"[810, 4.6]",0.20949662313794193
3687,"[820, 4.7]",0.20862950937939234
3905,"[870, 4.0]",0.20825158154808163
3632,"[810, 3.7]",0.20793173448822522
3958,"[880, 4.8]",0.20504716880963172
3597,"[800, 4.7]",0.20377227000374404
4353,"[970, 3.8]",0.20362630670302814
3546,"[790, 4.1]",0.20331021250265863
3778,"[840, 4.8]",0.2025111894682978
3509,"[780, 4.9]",0.20222097194290375
3678,"[820, 3.8]",0.2013072074300374
2654,"[590, 4.9]",0.20096597751271722
3732,"[830, 4.7]",0.20042600164806693
3948,"[880, 3.8]",0.19885842205755688
3635,"[810, 4.0]",0.19874333165830022
3949,"[880, 3.9]",0.1980451045864206
3959,"[880, 4.9]",0.19768593873469664
3643,"[810, 4.8]",0.19753068409902041
3723,"[830, 3.8]",0.19729815884639487
2921,"[650, 4.6]",0.1972857173255576
4443,"[990, 3.8]",0.1963787610203574
3950,"[880, 4.0]",0.19496119347786567
3633,"[810, 3.8]",0.1947680157534441
3642,"[810, 4.7]",0.19134135853201384
4003,"[890, 4.8]",0.1909845801077811
2563,"[570, 4.8]",0.19096442080980663
1663,"[370, 4.8]",0.18953654000855213
3506,"[780, 4.6]",0.18950516388571928
3508,"[780, 4.8]",0.18933954182325904
3903,"[870, 3.8]",0.18908753151898944
2876,"[640, 4.6]",0.1889697469807384
3588,"[800, 3.8]",0.18895359236009127
3686,"[820, 4.6]",0.1885406602949993
3101,"[690, 4.6]",0.18777208227491407
133,"[30, 4.8]",0.18751191969185318
4130,"[920, 4.0]",0.187248123609121
4444,"[990, 3.9]",0.18584885888988675
3102,"[690, 4.7]",0.18543662044572054
4048,"[900, 4.8]",0.185041127673915
3590,"[800, 4.0]",0.18282752700739463
3374,"[750, 4.9]",0.1823194500702741
4398,"[980, 3.8]",0.18193042077279753
2699,"[600, 4.9]",0.18169887109020394
4139,"[920, 4.9]",0.1814870319323969
2830,"[630, 4.5]",0.18116837166714048
4004,"[890, 4.9]",0.18080372839120487
2384,"[530, 4.9]",0.18018007783900505
1349,"[300, 4.9]",0.1791756351357769
3914,"[870, 4.9]",0.17787452883118943
3554,"[790, 4.9]",0.1772556829398456
3913,"[870, 4.8]",0.1770607161992314
3462,"[770, 4.7]",0.17590225119291283
3097,"[690, 4.2]",0.17583746730080532
3545,"[790, 4.0]",0.17575030183928672
3994,"[890, 3.9]",0.17404704357351097
2831,"[630, 4.6]",0.1714273734882086
3860,"[860, 4.0]",0.17139500894312568
4093,"[910, 4.8]",0.17009277235203155
1259,"[280, 4.9]",0.16944307579818058
3147,"[700, 4.7]",0.16854257198462363
3815,"[850, 4.0]",0.16805326728962833
3904,"[870, 3.9]",0.16706079083859748
2609,"[580, 4.9]",0.16677112380615275
3410,"[760, 4.0]",0.16663659759413735
3464,"[770, 4.9]",0.16578426417815903
3869,"[860, 4.9]",0.1655312336340992
3679,"[820, 3.9]",0.16485084156829016
3552,"[790, 4.7]",0.1647412867097834
4041,"[900, 4.1]",0.16396575269891558
4131,"[920, 4.1]",0.1627709831983079
3768,"[840, 3.8]",0.16184759202317245
3146,"[700, 4.6]",0.1610577685449859
3500,"[780, 4.0]",0.15899677534440398
4086,"[910, 4.1]",0.15899132698306198
3859,"[860, 3.9]",0.15725148820984666
4174,"[930, 3.9]",0.15717798482426842
1707,"[380, 4.7]",0.15693170594691658
4083,"[910, 3.8]",0.15641433854766215
3858,"[860, 3.8]",0.15628744657129476
3995,"[890, 4.0]",0.15588421842199754
3454,"[770, 3.9]",0.15577620356589017
3769,"[840, 3.9]",0.1554825615667836
3543,"[790, 3.8]",0.15470906669099796
3373,"[750, 4.8]",0.15458164384170966
3453,"[770, 3.8]",0.15401371129141764
4128,"[920, 3.8]",0.15394346938812745
4038,"[900, 3.8]",0.15382466805562536
3499,"[780, 3.9]",0.15374427680823347
3008,"[670, 4.3]",0.15354409946988057
3284,"[730, 4.9]",0.15350561589934986
2519,"[560, 4.9]",0.151893273482315
4085,"[910, 4.0]",0.15177524239593063
3811,"[850, 3.6]",0.15152658798249471
4049,"[900, 4.9]",0.15063020324623663
3455,"[770, 4.0]",0.14829969822533495
3329,"[740, 4.9]",0.14807445705441558
1394,"[310, 4.9]",0.14778316548929793
2919,"[650, 4.4]",0.14730709400538053
3542,"[790, 3.7]",0.14713633830192663
3498,"[780, 3.8]",0.1464891749953985
3541,"[790, 3.6]",0.14594213831010658
3856,"[860, 3.6]",0.1445946805337773
3544,"[790, 3.9]",0.14253771540733925
1708,"[380, 4.8]",0.14241948537732801
1303,"[290, 4.8]",0.14222627441239513
3814,"[850, 3.9]",0.1414607832679923
2964,"[660, 4.4]",0.14143773336737128
3765,"[840, 3.5]",0.14107836462684079
3589,"[800, 3.9]",0.14086063534113144
3587,"[800, 3.7]",0.1378041201704853
1664,"[370, 4.9]",0.137762086885147
1931,"[430, 4.6]",0.1364193474969838
3813,"[850, 3.8]",0.136180944981208
3239,"[720, 4.9]",0.1357026347338218
2965,"[660, 4.5]",0.1346575474074721
4039,"[900, 3.9]",0.1322192759524738
4084,"[910, 3.9]",0.1321281616807082
3946,"[880, 3.6]",0.13198215401141664
3408,"[760, 3.8]",0.13186016942172119
4309,"[960, 3.9]",0.1312753102567318
2022,"[450, 4.7]",0.13094017784547035
3631,"[810, 3.6]",0.13081594421016443
3634,"[810, 3.9]",0.12879170244500954
4094,"[910, 4.9]",0.12865405291298887
3497,"[780, 3.7]",0.1279544720997419
2564,"[570, 4.9]",0.12787912927700226
3901,"[870, 3.6]",0.12780968119355524
3365,"[750, 4.0]",0.12774379552882661
3993,"[890, 3.8]",0.12703645022784762
1439,"[320, 4.9]",0.12702408605628418
3724,"[830, 3.9]",0.1259667276357619
2696,"[600, 4.6]",0.12573235968570623
4396,"[980, 3.6]",0.12528739891663546
2382,"[530, 4.7]",0.12499899676401102
3676,"[820, 3.6]",0.1248573083429973
1709,"[380, 4.9]",0.12317003340931983
2067,"[460, 4.7]",0.1231184704476871
3418,"[760, 4.8]",0.12257485029379987
3902,"[870, 3.7]",0.12129344428972955
1348,"[300, 4.8]",0.12114810480689732
4441,"[990, 3.6]",0.1204515897026218
3419,"[760, 4.9]",0.12020005556165858
3013,"[670, 4.8]",0.12009157373346332
3103,"[690, 4.8]",0.11999705046162894
3855,"[860, 3.5]",0.119877679090846
2429,"[540, 4.9]",0.11970024361615558
80,"[20, 4.0]",0.11924337869570265
2743,"[610, 4.8]",0.11909566512177824
2249,"[500, 4.9]",0.11887735295549694
3148,"[700, 4.8]",0.11865513429608275
4176,"[930, 4.1]",0.11865228242670299
2968,"[660, 4.8]",0.11839266439701233
3810,"[850, 3.5]",0.11838917813171068
3194,"[710, 4.9]",0.11776993881929274
4440,"[990, 3.5]",0.1161900686929928
3193,"[710, 4.8]",0.11537625205086706
3012,"[670, 4.7]",0.11514713093995312
4263,"[950, 3.8]",0.11504081439906634
3900,"[870, 3.5]",0.11494593759068417
2653,"[590, 4.8]",0.11470034555958483
2878,"[640, 4.8]",0.11402371821243415
2383,"[530, 4.8]",0.11399837887534107
2923,"[650, 4.8]",0.11247212797104986
3185,"[710, 4.0]",0.11224840610382479
2338,"[520, 4.8]",0.11216581988449661
4308,"[960, 3.8]",0.11182305938318493
2786,"[620, 4.6]",0.11053647302570122
2924,"[650, 4.9]",0.10941620110605808
4036,"[900, 3.6]",0.10941466132500433
3721,"[830, 3.6]",0.10812458250530964
3364,"[750, 3.9]",0.1081155452959236
3058,"[680, 4.8]",0.10742692085927855
2294,"[510, 4.9]",0.1066420740388749
1750,"[390, 4.5]",0.10658461911684587
2698,"[600, 4.8]",0.10656110843654655
3057,"[680, 4.7]",0.10424209545986345
1619,"[360, 4.9]",0.10410459982107324
2428,"[540, 4.8]",0.10403120231844251
3767,"[840, 3.7]",0.10397756629662225
4264,"[950, 3.9]",0.10393569625535214
2695,"[600, 4.5]",0.10384422881514672
3141,"[700, 4.1]",0.10380941382127581
3586,"[800, 3.6]",0.10378882315418324
4307,"[960, 3.7]",0.10304382569566385
4171,"[930, 3.6]",0.10258617090008389
3991,"[890, 3.6]",0.10226824903287118
3722,"[830, 3.7]",0.10218876367434199
3630,"[810, 3.5]",0.10210565584414866
3629,"[810, 3.4]",0.10201944020852488
1799,"[400, 4.9]",0.10197240965802035
3104,"[690, 4.9]",0.10127311120162505
2879,"[640, 4.9]",0.10121348041508803
2874,"[640, 4.4]",0.10097875797539929
2339,"[520, 4.9]",0.10051404641727629
1886,"[420, 4.6]",0.1003929931710653
2652,"[590, 4.7]",0.10037990918325897
3320,"[740, 4.0]",0.09968806148201946
4219,"[940, 3.9]",0.09967732645412622
4218,"[940, 3.8]",0.09963287488272188
3766,"[840, 3.6]",0.09946828025406673
3149,"[700, 4.9]",0.09878882922742097
3677,"[820, 3.7]",0.09838982673242824
4172,"[930, 3.7]",0.09834449101495663
2112,"[470, 4.7]",0.0978730183975299
2742,"[610, 4.7]",0.0976787151337443
2204,"[490, 4.9]",0.09735468014449215
2605,"[580, 4.5]",0.09696412929725699
2787,"[620, 4.7]",0.09690661927250045
3675,"[820, 3.5]",0.09651381824944735
1484,"[330, 4.9]",0.09596807583079163
2834,"[630, 4.9]",0.09589859747646988
3812,"[850, 3.7]",0.0958041976875267
4081,"[910, 3.6]",0.09572272405813317
3450,"[770, 3.5]",0.09514924525140228
4126,"[920, 3.6]",0.09499137250829814
1932,"[430, 4.7]",0.09487799124968288
2607,"[580, 4.7]",0.09412986729895761
2785,"[620, 4.5]",0.0939029545731348
3409,"[760, 3.9]",0.09385972623363542
4037,"[900, 3.7]",0.09364540129133457
2967,"[660, 4.7]",0.09352611468553045
4352,"[970, 3.7]",0.09350945138358228
3945,"[880, 3.5]",0.0932879739892584
2517,"[560, 4.7]",0.09292538449735975
132,"[30, 4.7]",0.09223383417565678
2740,"[610, 4.5]",0.09216264622321878
4305,"[960, 3.5]",0.0920763705283463
3452,"[770, 3.7]",0.09152476045871782
3059,"[680, 4.9]",0.09053613252546447
1753,"[390, 4.8]",0.09052436909963482
2561,"[570, 4.6]",0.09028117963941884
2068,"[460, 4.8]",0.08935518021807715
1888,"[420, 4.8]",0.0891113331437963
1976,"[440, 4.6]",0.08842796021452085
2427,"[540, 4.7]",0.08828872452095245
2562,"[570, 4.7]",0.08796443857449886
4439,"[990, 3.4]",0.0873605787827721
3720,"[830, 3.5]",0.08716238613112594
3495,"[780, 3.5]",0.08715916010214378
3014,"[670, 4.9]",0.08557138411928057
2473,"[550, 4.8]",0.08541362272262018
4306,"[960, 3.6]",0.08505024412135681
1661,"[370, 4.6]",0.08500763070038585
1754,"[390, 4.9]",0.08468128932602696
3451,"[770, 3.6]",0.08446009424801162
2159,"[480, 4.9]",0.08437406753526427
4261,"[950, 3.6]",0.08423360782385
2608,"[580, 4.8]",0.08384439750245057
4262,"[950, 3.7]",0.08357136142405262
1841,"[410, 4.6]",0.08239481705358591
2472,"[550, 4.7]",0.0823669159915175
2922,"[650, 4.7]",0.08225068924382864
1844,"[410, 4.9]",0.08201725662436335
1751,"[390, 4.6]",0.08185828197297701
1706,"[380, 4.6]",0.08149908844733694
3992,"[890, 3.7]",0.08149901882924712
2518,"[560, 4.8]",0.08120228249373025
3857,"[860, 3.7]",0.08118031744628719
4173,"[930, 3.8]",0.08050389356790848
2471,"[550, 4.6]",0.08029678549962628
2113,"[470, 4.8]",0.0802900139715937
3585,"[800, 3.5]",0.08023413458454036
3052,"[680, 4.2]",0.07988391873182892
3096,"[690, 4.1]",0.07960359427294811
2963,"[660, 4.3]",0.07942656102926843
3275,"[730, 4.0]",0.07917928737457372
3274,"[730, 3.9]",0.07911084395387194
3947,"[880, 3.7]",0.07877653692388953
2829,"[630, 4.4]",0.07859965912756593
3363,"[750, 3.8]",0.07856212086690412
1258,"[280, 4.8]",0.07834220422583062
1977,"[440, 4.7]",0.0778317947642776
1843,"[410, 4.8]",0.07748158819656362
2650,"[590, 4.5]",0.0771362506969898
3990,"[890, 3.5]",0.07705740777758482
1887,"[420, 4.7]",0.07667936452072206
2651,"[590, 4.6]",0.07603567230146277
2337,"[520, 4.7]",0.07587057738001501
2157,"[480, 4.7]",0.07586601887595544
1574,"[350, 4.9]",0.07511125946784919
2693,"[600, 4.3]",0.07469010620678554
1934,"[430, 4.9]",0.07413355666339126
4216,"[940, 3.6]",0.07308101755503642
1617,"[360, 4.7]",0.07290781769028018
2560,"[570, 4.5]",0.07279387396132042
2741,"[610, 4.6]",0.07274161893773722
2833,"[630, 4.8]",0.07270110641989894
3540,"[790, 3.5]",0.07257455384811179
2069,"[460, 4.9]",0.0725069285230999
3539,"[790, 3.4]",0.07244507781817332
3584,"[800, 3.4]",0.07228333441817825
2474,"[550, 4.9]",0.07200463668527181
2877,"[640, 4.7]",0.0716180894061678
1798,"[400, 4.8]",0.07128955744102033
4127,"[920, 3.7]",0.07120184847147262
1573,"[350, 4.8]",0.07105130203392296
1933,"[430, 4.8]",0.0710197162251869
3496,"[780, 3.6]",0.07022830591273688
2739,"[610, 4.4]",0.07015069816032955
3407,"[760, 3.7]",0.06992133691239809
3494,"[780, 3.4]",0.06931622022862818
3449,"[770, 3.4]",0.06930739960673574
3319,"[740, 3.9]",0.06925780452051132
2969,"[660, 4.9]",0.06895738998542077
3230,"[720, 4.0]",0.06872077941710092
2606,"[580, 4.6]",0.0681802069184926
2515,"[560, 4.5]",0.06786879096943371
2202,"[490, 4.7]",0.06770005701032927
2738,"[610, 4.3]",0.06708842374541175
4217,"[940, 3.7]",0.06707835578730996
3140,"[700, 4.0]",0.06699049742878574
2744,"[610, 4.9]",0.06698501217527285
1527,"[340, 4.7]",0.06676469312762391
4170,"[930, 3.5]",0.06671701250611034
2789,"[620, 4.9]",0.0665318177359963
2114,"[470, 4.9]",0.06611198125654913
1616,"[360, 4.6]",0.06601891840508374
3007,"[670, 4.2]",0.0660091036843236
1978,"[440, 4.8]",0.0658293977213432
2381,"[530, 4.6]",0.06582085726181039
2962,"[660, 4.2]",0.0656235814952623
1483,"[330, 4.8]",0.06430408611350218
3406,"[760, 3.6]",0.06334602181392446
1438,"[320, 4.8]",0.06312428960185379
2426,"[540, 4.6]",0.06228318863805744
2023,"[450, 4.8]",0.06220084562639395
1797,"[400, 4.7]",0.06203692446553985
1618,"[360, 4.8]",0.0615822123892238
1529,"[340, 4.9]",0.06155176458201711
1660,"[370, 4.5]",0.061264773082581096
1528,"[340, 4.8]",0.06114764837599857
2516,"[560, 4.6]",0.061099685406141774
1302,"[290, 4.7]",0.060482501496737714
2784,"[620, 4.4]",0.060207784588418224
3405,"[760, 3.5]",0.0601904351482483
4082,"[910, 3.7]",0.05966241198704658
1842,"[410, 4.7]",0.05932599837741133
2788,"[620, 4.8]",0.059057551395524106
2293,"[510, 4.8]",0.05871432131647321
2470,"[550, 4.5]",0.05784534040001739
1752,"[390, 4.7]",0.05746976584118052
2158,"[480, 4.8]",0.057332877026348
2649,"[590, 4.4]",0.0569299924095273
1482,"[330, 4.7]",0.05692592763046012
3229,"[720, 3.9]",0.05623940669872553
1705,"[380, 4.5]",0.056222305291951415
2697,"[600, 4.7]",0.05607949539473879
2694,"[600, 4.4]",0.05589114406062695
4125,"[920, 3.5]",0.05556908997635864
2873,"[640, 4.3]",0.05533478092528855
1659,"[370, 4.4]",0.05419248169208158
1889,"[420, 4.9]",0.05354897190817265
4350,"[970, 3.5]",0.05336595106862365
2559,"[570, 4.4]",0.052475097643190804
2247,"[500, 4.7]",0.05231403163084467
2832,"[630, 4.7]",0.05206935630130934
3362,"[750, 3.7]",0.051404956931182716
2918,"[650, 4.3]",0.051057552163237985
