,equity_curve,param
0,"[450, 4.6, 0.2]",0.0
1,"[450, 4.6, 0.1]",0.0
2,"[450, 4.6, 0.3]",0.0
3,"[450, 4.6, 0.4]",0.0
4,"[450, 4.6, 0.5]",0.0
5,"[450, 4.6, 0.6]",0.0
6,"[450, 4.6, 0.7]",0.0
7,"[450, 4.6, 0.8]",0.0
8,"[450, 4.6, 0.9]",0.0
9,"[460, 4.6, 0.1]",0.0
10,"[460, 4.6, 0.5]",0.0
11,"[460, 4.6, 0.3]",0.0
12,"[460, 4.6, 0.2]",0.0
13,"[460, 4.6, 0.4]",0.0
14,"[460, 4.6, 0.8]",0.0
15,"[460, 4.6, 0.7]",0.0
16,"[460, 4.6, 0.6]",0.0
17,"[460, 4.6, 0.9]",0.0
18,"[510, 4.6, 0.1]",0.0
19,"[510, 4.6, 0.2]",0.0
20,"[510, 4.6, 0.3]",0.0
21,"[510, 4.6, 0.6]",0.0
22,"[510, 4.6, 0.4]",0.0
23,"[510, 4.6, 0.5]",0.0
24,"[510, 4.6, 0.8]",0.0
25,"[510, 4.6, 0.7]",0.0
26,"[510, 4.6, 0.9]",0.0
27,"[520, 4.6, 0.1]",0.0
28,"[520, 4.6, 0.3]",0.0
29,"[520, 4.6, 0.2]",0.0
30,"[520, 4.6, 0.4]",0.0
31,"[520, 4.6, 0.6]",0.0
32,"[520, 4.6, 0.5]",0.0
33,"[520, 4.6, 0.7]",0.0
34,"[520, 4.6, 0.9]",0.0
35,"[520, 4.6, 0.8]",0.0
36,"[530, 4.5, 0.1]",0.0
37,"[530, 4.5, 0.2]",0.0
38,"[530, 4.5, 0.3]",0.0
39,"[530, 4.5, 0.4]",0.0
40,"[530, 4.5, 0.5]",0.0
41,"[530, 4.5, 0.6]",0.0
42,"[530, 4.5, 0.7]",0.0
43,"[530, 4.6, 0.4]",0.0
44,"[530, 4.6, 0.1]",0.0
45,"[530, 4.6, 0.3]",0.0
46,"[530, 4.5, 0.8]",0.0
47,"[530, 4.5, 0.9]",0.0
48,"[530, 4.6, 0.2]",0.0
49,"[530, 4.6, 0.6]",0.0
50,"[530, 4.6, 0.5]",0.0
51,"[530, 4.6, 0.7]",0.0
52,"[530, 4.6, 0.8]",0.0
53,"[530, 4.6, 0.9]",0.0
54,"[540, 4.4, 0.1]",0.0
55,"[540, 4.4, 0.2]",0.0
56,"[540, 4.4, 0.3]",0.0
57,"[540, 4.4, 0.5]",0.0
58,"[540, 4.4, 0.7]",0.0
59,"[540, 4.4, 0.4]",0.0
60,"[540, 4.4, 0.6]",0.0
61,"[540, 4.5, 0.1]",0.0
62,"[540, 4.4, 0.9]",0.0
63,"[540, 4.4, 0.8]",0.0
64,"[540, 4.5, 0.2]",0.0
65,"[540, 4.5, 0.3]",0.0
66,"[540, 4.5, 0.4]",0.0
67,"[540, 4.5, 0.5]",0.0
68,"[540, 4.5, 0.8]",0.0
69,"[540, 4.5, 0.6]",0.0
70,"[540, 4.5, 0.7]",0.0
71,"[540, 4.5, 0.9]",0.0
72,"[540, 4.6, 0.1]",0.0
73,"[540, 4.6, 0.2]",0.0
74,"[540, 4.6, 0.3]",0.0
75,"[540, 4.6, 0.4]",0.0
76,"[540, 4.6, 0.5]",0.0
77,"[540, 4.6, 0.6]",0.0
78,"[540, 4.6, 0.7]",0.0
79,"[540, 4.6, 0.8]",0.0
80,"[540, 4.6, 0.9]",0.0
81,"[550, 4.4, 0.1]",0.0
82,"[550, 4.4, 0.3]",0.0
83,"[550, 4.4, 0.2]",0.0
84,"[550, 4.4, 0.4]",0.0
85,"[550, 4.4, 0.5]",0.0
86,"[550, 4.4, 0.6]",0.0
87,"[550, 4.4, 0.8]",0.0
88,"[550, 4.4, 0.7]",0.0
