,equity_curve,param
0,"[10, 0.8, 0.2]",1.9142694931582684e-08
1,"[10, 0.8, 0.5]",1.9142694931582684e-08
2,"[10, 0.8, 0.4]",1.9142694931582684e-08
3,"[10, 0.8, 0.1]",1.9142694931582684e-08
4,"[10, 0.8, 0.7]",1.9142694931582684e-08
5,"[10, 0.8, 0.8]",1.9142694931582684e-08
6,"[10, 0.8, 0.6]",1.9142694931582684e-08
7,"[10, 0.8, 0.3]",1.9142694931582684e-08
8,"[10, 0.8, 0.9]",1.9142694931582684e-08
9,"[10, 0.9, 0.1]",2.8047405399823513e-08
10,"[10, 0.9, 0.2]",2.8047405399823513e-08
11,"[10, 0.9, 0.3]",2.8047405399823513e-08
12,"[10, 0.9, 0.9]",2.8047405399823513e-08
13,"[10, 0.9, 0.5]",2.8047405399823513e-08
14,"[10, 0.9, 0.4]",2.8047405399823513e-08
15,"[10, 0.9, 0.7]",2.8047405399823513e-08
16,"[10, 0.9, 0.8]",2.8047405399823513e-08
17,"[10, 0.9, 0.6]",2.8047405399823513e-08
18,"[10, 1.0, 0.2]",3.198605537996124e-08
19,"[10, 1.0, 0.3]",3.198605537996124e-08
20,"[10, 1.0, 0.1]",3.198605537996124e-08
21,"[10, 1.0, 0.7]",3.198605537996124e-08
22,"[10, 1.0, 0.5]",3.198605537996124e-08
23,"[10, 1.0, 0.8]",3.198605537996124e-08
24,"[10, 1.0, 0.6]",3.198605537996124e-08
25,"[10, 1.0, 0.9]",3.198605537996124e-08
26,"[10, 1.0, 0.4]",3.198605537996124e-08
27,"[10, 0.7, 0.2]",3.281769746338373e-08
28,"[10, 0.7, 0.3]",3.281769746338373e-08
29,"[10, 0.7, 0.4]",3.281769746338373e-08
30,"[10, 0.7, 0.6]",3.281769746338373e-08
31,"[10, 0.7, 0.1]",3.281769746338373e-08
32,"[10, 0.7, 0.5]",3.281769746338373e-08
33,"[10, 0.7, 0.9]",3.281769746338373e-08
34,"[10, 0.7, 0.7]",3.281769746338373e-08
35,"[10, 0.7, 0.8]",3.281769746338373e-08
36,"[10, 1.4, 0.1]",4.823768089223811e-08
37,"[10, 1.4, 0.2]",4.823768089223811e-08
