,equity_curve,param
0,"[630, 4.4, 0.2]",0.0
1,"[630, 4.4, 0.3]",0.0
2,"[630, 4.4, 0.4]",0.0
3,"[630, 4.4, 0.1]",0.0
4,"[630, 4.4, 0.5]",0.0
5,"[630, 4.4, 0.6]",0.0
6,"[630, 4.4, 0.7]",0.0
7,"[630, 4.4, 0.8]",0.0
8,"[630, 4.4, 0.9]",0.0
9,"[640, 4.4, 0.1]",0.0
10,"[640, 4.4, 0.5]",0.0
11,"[640, 4.4, 0.2]",0.0
12,"[640, 4.4, 0.3]",0.0
13,"[640, 4.4, 0.6]",0.0
14,"[640, 4.4, 0.4]",0.0
15,"[640, 4.4, 0.7]",0.0
16,"[640, 4.4, 0.8]",0.0
17,"[640, 4.4, 0.9]",0.0
18,"[650, 4.4, 0.1]",0.0
19,"[650, 4.4, 0.4]",0.0
20,"[650, 4.4, 0.3]",0.0
21,"[650, 4.4, 0.2]",0.0
22,"[650, 4.4, 0.5]",0.0
23,"[650, 4.4, 0.8]",0.0
24,"[650, 4.4, 0.6]",0.0
25,"[650, 4.4, 0.7]",0.0
26,"[650, 4.4, 0.9]",0.0
27,"[660, 4.4, 0.1]",0.0
28,"[660, 4.4, 0.2]",0.0
29,"[660, 4.4, 0.3]",0.0
30,"[660, 4.4, 0.4]",0.0
31,"[660, 4.4, 0.5]",0.0
32,"[660, 4.4, 0.6]",0.0
33,"[660, 4.4, 0.7]",0.0
34,"[660, 4.4, 0.8]",0.0
35,"[660, 4.4, 0.9]",0.0
36,"[670, 4.4, 0.1]",0.0
37,"[670, 4.4, 0.2]",0.0
38,"[670, 4.4, 0.4]",0.0
39,"[670, 4.4, 0.3]",0.0
40,"[670, 4.4, 0.6]",0.0
41,"[670, 4.4, 0.5]",0.0
42,"[670, 4.4, 0.7]",0.0
43,"[670, 4.4, 0.9]",0.0
44,"[670, 4.4, 0.8]",0.0
45,"[680, 4.4, 0.2]",0.0
46,"[680, 4.4, 0.1]",0.0
47,"[680, 4.4, 0.3]",0.0
48,"[680, 4.4, 0.5]",0.0
49,"[680, 4.4, 0.4]",0.0
50,"[680, 4.4, 0.9]",0.0
51,"[680, 4.4, 0.6]",0.0
52,"[680, 4.4, 0.7]",0.0
53,"[680, 4.4, 0.8]",0.0
54,"[690, 4.4, 0.1]",0.0
55,"[690, 4.4, 0.2]",0.0
56,"[690, 4.4, 0.4]",0.0
57,"[690, 4.4, 0.3]",0.0
58,"[690, 4.4, 0.5]",0.0
59,"[690, 4.4, 0.6]",0.0
60,"[690, 4.4, 0.7]",0.0
61,"[690, 4.4, 0.8]",0.0
62,"[690, 4.4, 0.9]",0.0
63,"[720, 4.5, 0.1]",0.0
64,"[720, 4.5, 0.2]",0.0
65,"[720, 4.5, 0.4]",0.0
66,"[720, 4.5, 0.3]",0.0
67,"[720, 4.5, 0.5]",0.0
68,"[720, 4.5, 0.6]",0.0
69,"[720, 4.5, 0.8]",0.0
70,"[720, 4.5, 0.7]",0.0
71,"[720, 4.5, 0.9]",0.0
72,"[730, 4.5, 0.2]",0.0
73,"[730, 4.5, 0.3]",0.0
74,"[730, 4.5, 0.1]",0.0
75,"[730, 4.5, 0.4]",0.0
76,"[730, 4.5, 0.5]",0.0
77,"[730, 4.5, 0.6]",0.0
78,"[730, 4.5, 0.8]",0.0
79,"[730, 4.5, 0.7]",0.0
80,"[730, 4.5, 0.9]",0.0
81,"[10, 1.3, 0.1]",3.3782990468257603e-19
82,"[10, 1.3, 0.2]",3.3782990468257603e-19
83,"[10, 1.3, 0.3]",3.3782990468257603e-19
84,"[10, 1.3, 0.5]",3.3782990468257603e-19
85,"[10, 1.3, 0.4]",3.3782990468257603e-19
86,"[10, 1.3, 0.6]",3.3782990468257603e-19
87,"[10, 1.3, 0.7]",3.3782990468257603e-19
88,"[10, 1.3, 0.8]",3.3782990468257603e-19
89,"[10, 1.3, 0.9]",3.3782990468257603e-19
90,"[10, 1.1, 0.1]",4.427525505265887e-19
91,"[10, 1.1, 0.2]",4.427525505265887e-19
92,"[10, 1.1, 0.3]",4.427525505265887e-19
93,"[10, 1.1, 0.5]",4.427525505265887e-19
94,"[10, 1.1, 0.4]",4.427525505265887e-19
95,"[10, 1.1, 0.6]",4.427525505265887e-19
96,"[10, 1.1, 0.7]",4.427525505265887e-19
97,"[10, 1.1, 0.9]",4.427525505265887e-19
98,"[10, 1.1, 0.8]",4.427525505265887e-19
99,"[10, 1.2, 0.2]",4.606493642730528e-19
100,"[10, 1.2, 0.1]",4.606493642730528e-19
101,"[10, 1.2, 0.3]",4.606493642730528e-19
102,"[10, 1.2, 0.4]",4.606493642730528e-19
103,"[10, 1.2, 0.6]",4.606493642730528e-19
104,"[10, 1.2, 0.5]",4.606493642730528e-19
105,"[10, 1.2, 0.7]",4.606493642730528e-19
106,"[10, 1.2, 0.9]",4.606493642730528e-19
107,"[10, 1.2, 0.8]",4.606493642730528e-19
108,"[10, 1.4, 0.1]",1.051848827120926e-18
109,"[10, 1.4, 0.2]",1.051848827120926e-18
110,"[10, 1.4, 0.3]",1.051848827120926e-18
111,"[10, 1.4, 0.4]",1.051848827120926e-18
112,"[10, 1.4, 0.6]",1.051848827120926e-18
113,"[10, 1.4, 0.5]",1.051848827120926e-18
114,"[10, 1.4, 0.8]",1.051848827120926e-18
115,"[10, 1.4, 0.7]",1.051848827120926e-18
116,"[10, 1.4, 0.9]",1.051848827120926e-18
117,"[10, 1.0, 0.1]",1.0625666924282026e-18
118,"[10, 1.0, 0.2]",1.0625666924282026e-18
119,"[10, 1.0, 0.3]",1.0625666924282026e-18
120,"[10, 1.0, 0.4]",1.0625666924282026e-18
121,"[10, 1.0, 0.6]",1.0625666924282026e-18
122,"[10, 1.0, 0.5]",1.0625666924282026e-18
123,"[10, 1.0, 0.7]",1.0625666924282026e-18
124,"[10, 1.0, 0.8]",1.0625666924282026e-18
125,"[10, 1.0, 0.9]",1.0625666924282026e-18
126,"[10, 1.5, 0.1]",1.90955242023519e-18
127,"[10, 1.5, 0.2]",1.90955242023519e-18
128,"[10, 1.5, 0.3]",1.90955242023519e-18
