,para,equity_curve
4263,"[950, 3.8]",8.98607700499574
4352,"[970, 3.7]",8.985689609636886
3994,"[890, 3.9]",8.885417669898759
4356,"[970, 4.1]",8.867150062697098
4446,"[990, 4.1]",8.762457240135186
4177,"[930, 4.2]",8.74967026373141
3999,"[890, 4.4]",8.746020191564664
4222,"[940, 4.2]",8.718625441650934
3995,"[890, 4.0]",8.666366369015932
4039,"[900, 3.9]",8.600685911957699
4353,"[970, 3.8]",8.583483849442702
4175,"[930, 4.0]",8.56083033775692
3997,"[890, 4.2]",8.519772945943938
4447,"[990, 4.2]",8.515413461273504
4267,"[950, 4.2]",8.48754496835923
4312,"[960, 4.2]",8.48754496835923
4042,"[900, 4.2]",8.45822119909616
4040,"[900, 4.0]",8.314514739674818
4443,"[990, 3.8]",8.299971690663144
4264,"[950, 3.9]",8.2685458544058
4309,"[960, 3.9]",8.2685458544058
4401,"[980, 4.1]",8.204369131678542
4357,"[970, 4.2]",8.195499765718465
4044,"[900, 4.4]",7.989516475767488
4354,"[970, 3.9]",7.988151879606737
4402,"[980, 4.2]",7.973059774277944
4398,"[980, 3.8]",7.771339667231518
4086,"[910, 4.1]",7.429997184230937
3992,"[890, 3.7]",6.96415870328664
4037,"[900, 3.7]",6.911378898327824
4041,"[900, 4.1]",6.327641204860061
3996,"[890, 4.1]",6.236666043653959
3908,"[870, 4.3]",6.055967469743066
3953,"[880, 4.3]",5.919406555505617
3909,"[870, 4.4]",5.824240931007646
4092,"[910, 4.7]",5.823208550410207
3954,"[880, 4.4]",5.75240548491349
4137,"[920, 4.7]",5.749033225343447
3904,"[870, 3.9]",5.312647946274837
4182,"[930, 4.7]",5.250566959536943
3948,"[880, 3.8]",5.247496287240896
4090,"[910, 4.5]",5.13235952619066
4117,"[920, 2.7]",5.072601754371497
4433,"[990, 2.8]",4.893877900796705
4135,"[920, 4.5]",4.830251158658662
4091,"[910, 4.6]",4.830251158658662
4437,"[990, 3.2]",4.66532785475137
3864,"[860, 4.4]",4.657553001133793
4180,"[930, 4.5]",4.592284220786219
4225,"[940, 4.5]",4.592284220786219
4270,"[950, 4.5]",4.592284220786207
4314,"[960, 4.4]",4.592284220786207
3905,"[870, 4.0]",4.581234248721891
4359,"[970, 4.4]",4.568669681172926
3774,"[840, 4.4]",4.548438741741234
3949,"[880, 3.9]",4.525052281697871
3950,"[880, 4.0]",4.525052281697871
4407,"[980, 4.7]",4.511790513332215
4362,"[970, 4.7]",4.511790513332215
4452,"[990, 4.7]",4.511790513332215
4392,"[980, 3.2]",4.47681594452542
4390,"[980, 3.0]",4.453539711796396
4345,"[970, 3.0]",4.450912814056626
4389,"[980, 2.9]",4.447751944454266
4272,"[950, 4.7]",4.447082178396383
4317,"[960, 4.7]",4.447082178396383
4227,"[940, 4.7]",4.447082178396383
4434,"[990, 2.9]",4.4320372493296265
3819,"[850, 4.4]",4.392813357310598
3901,"[870, 3.6]",4.385949543844984
4344,"[970, 2.9]",4.357583803973746
3910,"[870, 4.5]",4.327076185159265
4435,"[990, 3.0]",4.287069528327687
3955,"[880, 4.5]",4.27370657841971
3859,"[860, 3.9]",4.2432128128248765
1028,"[230, 4.3]",4.224658146694433
3946,"[880, 3.6]",4.177821186592333
3769,"[840, 3.9]",4.131393051553419
4093,"[910, 4.8]",4.0816299076514815
4138,"[920, 4.8]",4.0816299076514815
4449,"[990, 4.4]",4.020582800260949
3814,"[850, 3.9]",4.00040765906035
4450,"[990, 4.5]",3.9698123797305063
4171,"[930, 3.6]",3.937312871246913
1031,"[230, 4.6]",3.909817168392572
3770,"[840, 4.0]",3.9001365461281607
4315,"[960, 4.5]",3.889535258529522
4360,"[970, 4.5]",3.82067137150639
4404,"[980, 4.4]",3.764508574915425
4300,"[960, 3.0]",3.7573774505997384
1029,"[230, 4.4]",3.7566004211990487
4122,"[920, 3.2]",3.7468940194333027
986,"[220, 4.6]",3.7339855037574092
4405,"[980, 4.5]",3.7169717642255384
4094,"[910, 4.9]",3.714558346798664
3902,"[870, 3.7]",3.6760200949439192
3856,"[860, 3.6]",3.675877786561097
1334,"[300, 3.4]",3.6746698439712033
3860,"[860, 4.0]",3.6635402925098344
4074,"[910, 2.9]",3.648967531935437
4438,"[990, 3.3]",3.586912248680134
4004,"[890, 4.9]",3.569897599292318
4393,"[980, 3.3]",3.55654194413508
1027,"[230, 4.2]",3.53002558871174
4453,"[990, 4.8]",3.5007086140806165
4408,"[980, 4.8]",3.5007086140806165
4363,"[970, 4.8]",3.5007086140806165
4077,"[910, 3.2]",3.4893095413973128
3865,"[860, 4.5]",3.487722908521346
4118,"[920, 2.8]",3.463024256124582
4318,"[960, 4.8]",3.4505012684950165
4228,"[940, 4.8]",3.4505012684950165
4273,"[950, 4.8]",3.4505012684950165
4183,"[930, 4.8]",3.4505012684950165
3815,"[850, 4.0]",3.4182035359885212
4216,"[940, 3.6]",3.412843562613106
3775,"[840, 4.5]",3.406014702079664
3947,"[880, 3.7]",3.3896387962898045
4261,"[950, 3.6]",3.387884154089612
4162,"[930, 2.7]",3.377874201796942
4306,"[960, 3.6]",3.3660809278094135
3863,"[860, 4.3]",3.363330959219734
4167,"[930, 3.2]",3.3628371422125976
1378,"[310, 3.3]",3.3620495433091944
4047,"[900, 4.7]",3.358269559479738
4049,"[900, 4.9]",3.3054860756226203
3906,"[870, 4.1]",3.2988032773396707
1030,"[230, 4.5]",3.2920978031899377
3820,"[850, 4.5]",3.2894774950324868
4001,"[890, 4.6]",3.2618718636133455
4000,"[890, 4.5]",3.2618718636133455
4032,"[900, 3.2]",3.2580266172758146
4409,"[980, 4.9]",3.2563076603702097
4364,"[970, 4.9]",3.2563076603702097
4454,"[990, 4.9]",3.2563076603702097
3773,"[840, 4.3]",3.2505632809008613
4045,"[900, 4.5]",3.2383062225483745
4046,"[900, 4.6]",3.2314001574478106
1290,"[290, 3.5]",3.2178357697151845
4274,"[950, 4.9]",3.2097762475703817
4319,"[960, 4.9]",3.2097762475703817
987,"[220, 4.7]",3.1841345708595648
4229,"[940, 4.9]",3.172626693223297
3818,"[850, 4.3]",3.1721560998060627
4139,"[920, 4.9]",3.1461261901741056
4302,"[960, 3.2]",3.139921399293864
1073,"[240, 4.3]",3.1376253513477876
4212,"[940, 3.2]",3.1336299971152353
3951,"[880, 4.1]",3.130510423129707
4184,"[930, 4.9]",3.1205080467505173
3903,"[870, 3.8]",3.1198884011472265
4257,"[950, 3.2]",3.110857402019065
985,"[220, 4.5]",3.0984937464586064
3907,"[870, 4.2]",3.0802418886209546
4441,"[990, 3.6]",3.0724448869423857
3952,"[880, 4.2]",3.0422505773465867
4207,"[940, 2.7]",2.990229548840159
1335,"[300, 3.5]",2.98448493113146
3767,"[840, 3.7]",2.977390836884896
4163,"[930, 2.8]",2.975299197435402
3776,"[840, 4.6]",2.9556211494935556
3857,"[860, 3.7]",2.9360378712850497
988,"[220, 4.8]",2.9262620341039156
1026,"[230, 4.1]",2.9045097346803987
3982,"[890, 2.7]",2.8448952047795313
3861,"[860, 4.1]",2.832883451238451
1843,"[410, 4.8]",2.824688754259191
1074,"[240, 4.4]",2.819114035985219
1798,"[400, 4.8]",2.8003690418745486
3812,"[850, 3.7]",2.768031891325473
4072,"[910, 2.7]",2.760788219780305
4027,"[900, 2.7]",2.713424044377025
4208,"[940, 2.8]",2.712632034271977
3816,"[850, 4.1]",2.671859721462104
989,"[220, 4.9]",2.6660989360856044
3771,"[840, 4.1]",2.6581643483373165
982,"[220, 4.2]",2.657319902580723
1032,"[230, 4.7]",2.654199215970844
4252,"[950, 2.7]",2.645510054168488
4119,"[920, 2.9]",2.6231191263363023
4347,"[970, 3.2]",2.604262537593059
1072,"[240, 4.2]",2.603787392283405
4048,"[900, 4.8]",2.5617725012733694
1034,"[230, 4.9]",2.5380893463930114
4003,"[890, 4.8]",2.5172321409276415
4292,"[960, 2.2]",2.5119774775796606
1754,"[390, 4.9]",2.5072918073153985
1753,"[390, 4.8]",2.5072918073153985
1799,"[400, 4.9]",2.5072918073153985
4253,"[950, 2.8]",2.4993427656421323
3858,"[860, 3.8]",2.491855393432241
4081,"[910, 3.6]",2.4884397295523626
3862,"[860, 4.2]",2.4632205333721564
1709,"[380, 4.9]",2.4512738162026504
1122,"[250, 4.7]",2.451183672893259
3768,"[840, 3.8]",2.4261884831197342
1079,"[240, 4.9]",2.414474307508862
1078,"[240, 4.8]",2.414474307508862
4351,"[970, 3.6]",2.4101415211449355
4298,"[960, 2.8]",2.4101183493726563
3772,"[840, 4.2]",2.405513732364401
3983,"[890, 2.8]",2.3786195241882666
4211,"[940, 3.1]",2.378504518408382
4073,"[910, 2.8]",2.3767266632362327
3313,"[740, 3.3]",2.3547235728202085
1379,"[310, 3.4]",2.3501436168586625
4075,"[910, 3.0]",2.3498061495554188
3813,"[850, 3.8]",2.3492664263805296
983,"[220, 4.3]",2.3479941397859267
4396,"[980, 3.6]",2.3447261255425005
4126,"[920, 3.6]",2.3409474028013566
3817,"[850, 4.2]",2.323208787611175
4348,"[970, 3.3]",2.3224100944219224
1752,"[390, 4.7]",2.315702171497098
1289,"[290, 3.4]",2.3145670552178763
4164,"[930, 2.9]",2.3131746092822913
984,"[220, 4.4]",2.2935706192299934
1257,"[280, 4.7]",2.2752216241973833
1075,"[240, 4.5]",2.269588459919563
1076,"[240, 4.6]",2.269588459919563
4431,"[990, 2.6]",2.25248602239533
1116,"[250, 4.1]",2.246078015840075
4337,"[970, 2.2]",2.236816781162316
1664,"[370, 4.9]",2.231059940158327
1124,"[250, 4.9]",2.221762063674501
4256,"[950, 3.1]",2.2175835147041694
4343,"[970, 2.8]",2.2116984794740895
4028,"[900, 2.8]",2.2010284781498415
4209,"[940, 2.9]",2.189733574650417
4388,"[980, 2.8]",2.188759182163218
1033,"[230, 4.8]",2.1826247109343027
3539,"[790, 3.4]",2.1803808015728703
4297,"[960, 2.7]",2.178133300025619
4036,"[900, 3.6]",2.1619210459192435
944,"[210, 4.9]",2.161790426796374
1068,"[240, 3.8]",2.1588311294698768
943,"[210, 4.8]",2.1468478562593853
4030,"[900, 3.0]",2.1347252070454465
1113,"[250, 3.8]",2.120158940213803
889,"[200, 3.9]",2.098128531619963
1120,"[250, 4.5]",2.0925015643079328
4299,"[960, 2.9]",2.092473051839649
3494,"[780, 3.4]",2.070228496945185
4382,"[980, 2.2]",2.0670513678766684
4250,"[950, 2.5]",2.063112227929566
4442,"[990, 3.7]",2.059254784340779
4148,"[930, 1.3]",2.0398424366757104
1348,"[300, 4.8]",2.0374041011784954
3133,"[700, 3.3]",2.0322863147565795
1123,"[250, 4.8]",2.030636262516386
1707,"[380, 4.7]",2.029342375667716
4165,"[930, 3.0]",2.0274863638063594
1708,"[380, 4.8]",2.0270257291927134
1302,"[290, 4.7]",2.023712592997953
4254,"[950, 2.9]",2.01745158559284
4295,"[960, 2.5]",2.0152896885737666
4342,"[970, 2.7]",1.9961018576945337
4259,"[950, 3.4]",1.9873849116674438
4120,"[920, 3.0]",1.9813393196154876
1383,"[310, 3.8]",1.9778533692970843
4210,"[940, 3.0]",1.9714197471880839
1214,"[270, 4.9]",1.9676487571277064
4078,"[910, 3.3]",1.9658663999261061
4301,"[960, 3.1]",1.9590067142533456
1121,"[250, 4.6]",1.957802261514471
1166,"[260, 4.6]",1.9547915909211706
4123,"[920, 3.3]",1.9534134058086285
4432,"[990, 2.7]",1.9421126186148223
4304,"[960, 3.4]",1.938390112950155
4397,"[980, 3.7]",1.9280991534568808
4161,"[930, 2.6]",1.925943665845963
4058,"[910, 1.3]",1.9148552374424366
4387,"[980, 2.7]",1.9135520461221915
3988,"[890, 3.3]",1.9133610055707968
1212,"[270, 4.7]",1.904965009849242
1213,"[270, 4.8]",1.904965009849242
1349,"[300, 4.9]",1.9019600824733207
3811,"[850, 3.6]",1.9013752588440997
1077,"[240, 4.7]",1.897707790817695
4429,"[990, 2.4]",1.8972196356149131
1304,"[290, 4.9]",1.8891787682444754
1303,"[290, 4.8]",1.8891787682444754
1069,"[240, 3.9]",1.8868985324571859
980,"[220, 4.0]",1.8791767567214956
4033,"[900, 3.3]",1.8740788997741697
1258,"[280, 4.8]",1.8732800603013013
1259,"[280, 4.9]",1.8732800603013013
1345,"[300, 4.5]",1.8653680911662083
1386,"[310, 4.1]",1.861466596395427
1211,"[270, 4.6]",1.8608808170543616
1482,"[330, 4.7]",1.8432563015505734
1483,"[330, 4.8]",1.8432563015505734
1484,"[330, 4.9]",1.8432563015505734
4213,"[940, 3.3]",1.8382009826741363
1347,"[300, 4.7]",1.829485813860548
1346,"[300, 4.6]",1.829485813860548
1167,"[260, 4.7]",1.8289570066633158
1844,"[410, 4.9]",1.8277983658608354
799,"[180, 3.9]",1.8274286134822482
3404,"[760, 3.4]",1.8203767440179255
1301,"[290, 4.6]",1.8171915321458045
1439,"[320, 4.9]",1.8164959635121087
1438,"[320, 4.8]",1.8164959635121087
4255,"[950, 3.0]",1.7959337315965112
4206,"[940, 2.6]",1.790600025299553
4380,"[980, 2.0]",1.7855246055401088
1393,"[310, 4.8]",1.7851440541486234
4103,"[920, 1.3]",1.7832939121028255
4305,"[960, 3.5]",1.7826201995578186
4436,"[990, 3.1]",1.7781262731205938
3268,"[730, 3.3]",1.7756942773530158
4425,"[990, 2.0]",1.7734214558496708
4349,"[970, 3.4]",1.7682546486414499
4205,"[940, 2.5]",1.7583553266002332
1159,"[260, 3.9]",1.7576510283886795
3911,"[870, 4.6]",1.7538480305212765
1070,"[240, 4.0]",1.74225433362644
4439,"[990, 3.4]",1.7418830626411068
1574,"[350, 4.9]",1.7320363955290725
890,"[200, 4.0]",1.7227369173776703
1394,"[310, 4.9]",1.7198340609836609
1934,"[430, 4.9]",1.7135847632575076
1889,"[420, 4.9]",1.7135847632575076
3878,"[870, 1.3]",1.7089837704677306
4340,"[970, 2.5]",1.705551886643505
1526,"[340, 4.6]",1.705130998273222
3414,"[760, 4.4]",1.696385388019343
4258,"[950, 3.3]",1.6885319550802653
4303,"[960, 3.3]",1.6885319550802653
3369,"[750, 4.4]",1.6882659750071467
3549,"[790, 4.4]",1.6864489202586073
4346,"[970, 3.1]",1.684453861794537
1112,"[250, 3.7]",1.6837581328351592
4385,"[980, 2.5]",1.673484824894493
755,"[170, 4.0]",1.6725312565728339
1169,"[260, 4.9]",1.6577734824334263
1168,"[260, 4.8]",1.6577734824334263
2833,"[630, 4.8]",1.6445445071835625
2834,"[630, 4.9]",1.6445445071835625
4193,"[940, 1.3]",1.64432576427519
1244,"[280, 3.4]",1.6425555279424622
4440,"[990, 3.5]",1.6392726122899095
1200,"[270, 3.5]",1.6311977558352004
4394,"[980, 3.4]",1.6309410977400414
4251,"[950, 2.6]",1.6249731478181415
4013,"[900, 1.3]",1.6185708704122068
3984,"[890, 2.9]",1.6164428323917215
4350,"[970, 3.5]",1.6160603851081452
2924,"[650, 4.9]",1.6131341549865972
2879,"[640, 4.9]",1.6123804451787427
4391,"[980, 3.1]",1.6074693277928709
1119,"[250, 4.4]",1.6037848219316537
3968,"[890, 1.3]",1.601637129605345
3648,"[820, 0.8]",1.596485808436055
2969,"[660, 4.9]",1.5963651808697286
1025,"[230, 4.0]",1.5943948230216645
1437,"[320, 4.7]",1.5927547389286218
3449,"[770, 3.4]",1.585443896239804
3851,"[860, 3.1]",1.5817437490762363
3959,"[880, 4.9]",1.5813258491061508
1796,"[400, 4.6]",1.5787509877712447
1114,"[250, 3.9]",1.5770673560176518
853,"[190, 4.8]",1.5751016896213492
4395,"[980, 3.5]",1.5721977204132274
3342,"[750, 1.7]",1.571590373343719
1571,"[350, 4.6]",1.5699184231664056
1528,"[340, 4.8]",1.5699184231664056
1527,"[340, 4.7]",1.5699184231664056
1572,"[350, 4.7]",1.5699184231664056
1529,"[340, 4.9]",1.5699184231664056
1392,"[310, 4.7]",1.5652645032131502
3550,"[790, 4.5]",1.5627276841084492
3761,"[840, 3.1]",1.5597561666680382
1842,"[410, 4.7]",1.5519486406137561
1616,"[360, 4.6]",1.5518514254165339
4215,"[940, 3.5]",1.540836674050673
1797,"[400, 4.7]",1.5385868341072693
1751,"[390, 4.6]",1.5385868341072693
3806,"[850, 3.1]",1.522008735427309
3345,"[750, 2.0]",1.5195809097398154
4260,"[950, 3.5]",1.5190172262016006
3595,"[800, 4.5]",1.5137523450859411
4100,"[920, 1.0]",1.5104626961432184
3088,"[690, 3.3]",1.5088023318125088
3178,"[710, 3.3]",1.5060635164553602
3956,"[880, 4.6]",1.5031570784592154
981,"[220, 4.1]",1.5015354057837005
1573,"[350, 4.8]",1.5008496099864357
4293,"[960, 2.3]",1.4924679002895929
1384,"[310, 3.9]",1.4838885509532878
3634,"[810, 3.9]",1.4821189184498362
4029,"[900, 2.9]",1.4780276729160045
3596,"[800, 4.6]",1.4759483182805462
899,"[200, 4.9]",1.4756982206055191
3923,"[880, 1.3]",1.4735826531610168
3324,"[740, 4.4]",1.4725703189892758
1428,"[320, 3.8]",1.4719049741648396
3459,"[770, 4.4]",1.4670726744139813
1617,"[360, 4.7]",1.4550298304975076
1256,"[280, 4.6]",1.4483764962077785
3504,"[780, 4.4]",1.4332926356942648
1341,"[300, 4.1]",1.4306741713051172
4102,"[920, 1.2]",1.4299003226199904
3912,"[870, 4.7]",1.4290006737987162
4296,"[960, 2.6]",1.4259881308169653
1158,"[260, 3.8]",1.4226535098635829
1204,"[270, 3.9]",1.4200602240147386
1979,"[440, 4.9]",1.417010364699466
3866,"[860, 4.6]",1.4136418432135842
4234,"[950, 0.9]",1.4129124784488822
3460,"[770, 4.5]",1.4116986206301245
3374,"[750, 4.9]",1.405329175520882
1109,"[250, 3.4]",1.4045502195404584
3314,"[740, 3.4]",1.4024446089152607
1071,"[240, 4.1]",1.3990474978265124
1618,"[360, 4.8]",1.3976613843045658
1619,"[360, 4.9]",1.3959390763878785
4338,"[970, 2.3]",1.3955999549321367
4079,"[910, 3.4]",1.3929989657423887
1291,"[290, 3.6]",1.3929370964024936
4238,"[950, 1.3]",1.3907669208919955
3685,"[820, 4.5]",1.388483211901192
3640,"[810, 4.5]",1.388483211901192
4034,"[900, 3.4]",1.3878830202876384
4383,"[980, 2.3]",1.38439473290463
4145,"[930, 1.0]",1.3796382964009184
3505,"[780, 4.5]",1.3791935955573322
3686,"[820, 4.6]",1.3767180023552237
3641,"[810, 4.6]",1.3767180023552237
3432,"[770, 1.7]",1.3766574047245441
1115,"[250, 4.0]",1.3711641181727663
4031,"[900, 3.1]",1.3668992601995336
942,"[210, 4.7]",1.3599929221820235
884,"[200, 3.4]",1.3567788852890192
798,"[180, 3.8]",1.3561418967431782
3545,"[790, 4.0]",1.3537321175105237
3743,"[840, 1.3]",1.350327300653737
3679,"[820, 3.9]",1.3497623020690641
3730,"[830, 4.5]",1.348033739771878
854,"[190, 4.9]",1.3453507477055473
4286,"[960, 1.6]",1.3440590882189587
4242,"[950, 1.7]",1.3439659828397093
4427,"[990, 2.2]",1.339144148587934
1117,"[250, 4.2]",1.3376868679263687
936,"[210, 4.1]",1.3367350794853263
4282,"[960, 1.2]",1.3359083429512317
4428,"[990, 2.3]",1.3343078120433958
1391,"[310, 4.6]",1.333379276439016
1423,"[320, 3.3]",1.3313239430698773
1887,"[420, 4.7]",1.3306159296526165
843,"[190, 3.8]",1.3260164675066213
3223,"[720, 3.3]",1.325949354698665
1247,"[280, 3.7]",1.323440212563264
845,"[190, 4.0]",1.3208364041564074
4124,"[920, 3.4]",1.320602572323166
3986,"[890, 3.1]",1.320150888947272
1474,"[330, 3.9]",1.3183756439657544
4168,"[930, 3.3]",1.318150446271835
891,"[200, 4.1]",1.3158570661497377
754,"[170, 3.9]",1.3149686024630214
4247,"[950, 2.2]",1.3138444170006844
3590,"[800, 4.0]",1.3125129595107476
3359,"[750, 3.4]",1.3107292645288222
3724,"[830, 3.9]",1.310440852482372
4279,"[960, 0.9]",1.3093535954617348
4237,"[950, 1.2]",1.3058758345763464
927,"[210, 3.2]",1.3040068214356846
4283,"[960, 1.3]",1.303923008162851
4430,"[990, 2.5]",1.2981414715562043
1245,"[280, 3.5]",1.2974261491226056
1300,"[290, 4.5]",1.2948687956641185
3833,"[860, 1.3]",1.2942625275398245
2697,"[600, 4.7]",1.2920750377733066
842,"[190, 3.7]",1.2884084660778758
3981,"[890, 2.6]",1.2844103612978
1661,"[370, 4.6]",1.281906903706454
3604,"[810, 0.9]",1.2791889759579451
4190,"[940, 1.0]",1.2758417483436144
3433,"[770, 1.8]",1.2740437567426683
4076,"[910, 3.1]",1.2714932109653276
3415,"[760, 4.5]",1.2711607185910934
4192,"[940, 1.2]",1.2711081443914252
4121,"[920, 3.1]",1.2701368123984207
4057,"[910, 1.2]",1.2697444208066293
3989,"[890, 3.4]",1.2616834130856132
2699,"[600, 4.9]",1.2599247421766537
2698,"[600, 4.8]",1.2599247421766537
3341,"[750, 1.6]",1.2597360669046673
4147,"[930, 1.2]",1.25717927131827
3390,"[760, 2.0]",1.2555041724171
4023,"[900, 2.3]",1.2525269309742608
3387,"[760, 1.7]",1.250898604174141
1340,"[300, 4.0]",1.2505306096756348
4055,"[910, 1.0]",1.24995763081182
4060,"[910, 1.5]",1.2470456179284146
1385,"[310, 4.0]",1.2345481073443045
3346,"[750, 2.1]",1.2344341286694094
2744,"[610, 4.9]",1.2344082892944028
2743,"[610, 4.8]",1.2344082892944028
4169,"[930, 3.4]",1.2335687531182666
1296,"[290, 4.1]",1.2325370549487114
1288,"[290, 3.3]",1.2294530643361354
1481,"[330, 4.6]",1.2246867979648293
3548,"[790, 4.3]",1.2178252965167953
2788,"[620, 4.8]",1.2163723762610397
2789,"[620, 4.9]",1.2163723762610397
3867,"[860, 4.7]",1.2162191903457469
3693,"[830, 0.8]",1.2153433235590667
3329,"[740, 4.9]",1.2091288588624196
4104,"[920, 1.4]",1.2089806179298896
1165,"[260, 4.5]",1.208223494757698
3635,"[810, 4.0]",1.203897199961046
4323,"[970, 0.8]",1.2037625582933356
3552,"[790, 4.7]",1.2027865375194124
2114,"[470, 4.9]",1.199752282542993
937,"[210, 4.2]",1.1931892560400232
3985,"[890, 3.0]",1.1910733231310027
4166,"[930, 3.1]",1.1882976515984893
1336,"[300, 3.6]",1.187368692578175
4189,"[940, 0.9]",1.1867631210224039
4062,"[910, 1.7]",1.1849307507069602
1157,"[260, 3.7]",1.1845577467671422
718,"[160, 4.8]",1.184291687302797
4071,"[910, 2.6]",1.183664492160778
3680,"[820, 4.0]",1.1821516870704016
883,"[200, 3.3]",1.1788329450295467
4061,"[910, 1.6]",1.1779997186205273
3546,"[790, 4.1]",1.177148358077207
3698,"[830, 1.3]",1.175198432799232
1430,"[320, 4.0]",1.173764626289193
1024,"[230, 3.9]",1.172966834160624
3300,"[740, 2.0]",1.1722682149729826
3642,"[810, 4.7]",1.1691161679710513
3777,"[840, 4.7]",1.1680528806848711
4249,"[950, 2.4]",1.1655164236746915
3597,"[800, 4.7]",1.1650916281338821
3598,"[800, 4.8]",1.1650916281338821
3978,"[890, 2.3]",1.1631145545356039
846,"[190, 4.1]",1.1625057299739459
3821,"[850, 4.6]",1.1569819524013143
4144,"[930, 0.9]",1.155704977629903
3030,"[680, 2.0]",1.1544052224003583
3500,"[780, 4.0]",1.150520630315391
1210,"[270, 4.5]",1.1501788398063832
1156,"[260, 3.6]",1.147809436925434
3564,"[800, 1.4]",1.1472082071120397
4149,"[930, 1.4]",1.1463454384513332
1663,"[370, 4.8]",1.1437875977398158
1662,"[370, 4.7]",1.1437875977398158
4068,"[910, 2.3]",1.142268067284122
3591,"[800, 4.1]",1.1413059166272705
3417,"[760, 4.7]",1.1394438652503585
2159,"[480, 4.9]",1.1391628135127552
4331,"[970, 1.6]",1.1379775417056395
3649,"[820, 0.9]",1.1370255270571712
1333,"[300, 3.3]",1.1364398679178769
4294,"[960, 2.4]",1.1355472207902053
3120,"[700, 2.0]",1.1339908109864645
3372,"[750, 4.7]",1.1339901426402004
3980,"[890, 2.5]",1.1337793962942773
4214,"[940, 3.4]",1.1329248663665994
800,"[180, 4.0]",1.132173217923896
4095,"[920, 0.5]",1.1293900980530365
719,"[160, 4.9]",1.1284214937559025
757,"[170, 4.2]",1.1275086479861092
3593,"[800, 4.3]",1.1267222796256817
1118,"[250, 4.3]",1.1229943268566618
1206,"[270, 4.1]",1.1218676583151013
2024,"[450, 4.9]",1.1216292993941333
2069,"[460, 4.9]",1.1216292993941333
3430,"[770, 1.5]",1.1197531721954634
178,"[40, 4.8]",1.1195053786276976
1295,"[290, 4.0]",1.1151298669071308
1390,"[310, 4.5]",1.1138540708783562
3603,"[810, 0.8]",1.111298672001621
1205,"[270, 4.0]",1.1111527818751044
3370,"[750, 4.5]",1.1080249966683642
4105,"[920, 1.5]",1.1066004925039457
849,"[190, 4.4]",1.103337100057394
4116,"[920, 2.6]",1.1032827964584597
3435,"[770, 2.0]",1.103165117635997
1841,"[410, 4.6]",1.1021901788516906
4026,"[900, 2.6]",1.101805920352467
3958,"[880, 4.8]",1.1008327824868178
3547,"[790, 4.2]",1.0991566870865082
4098,"[920, 0.8]",1.0988088122573674
3343,"[750, 1.8]",1.0963731240813595
3725,"[830, 4.0]",1.0952023302161042
4412,"[990, 0.7]",1.0931637508892105
531,"[120, 4.1]",1.0911292409210156
1467,"[330, 3.2]",1.0908040964603158
4324,"[970, 0.9]",1.0892864481464475
3824,"[850, 4.9]",1.0884566233275483
4235,"[950, 1.0]",1.0880246028490481
801,"[180, 4.1]",1.0877497932963713
2186,"[490, 3.1]",1.0843632382155814
1250,"[280, 4.0]",1.083794396439817
3594,"[800, 4.4]",1.0836091923645303
